stage,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,batch_size,accumulation
after_block3,1,3.1404442559364245,28.490110950313554,2.573346697082086,38.141076219031085,38.141076219031085,128,1
after_block3,2,2.4697269509164137,39.45796605709775,2.219312658516112,44.88717058545053,44.88717058545053,128,1
after_block3,3,2.2729623376876176,43.63285532605359,2.0848283832412196,47.31734259113145,47.31734259113145,128,1
after_block3,4,2.1794454763433637,45.85800114020085,2.019068569419925,48.75335332176108,48.75335332176108,128,1
after_block3,5,2.1156034985033196,47.279743893347366,1.9590527945481322,50.29193624743569,50.29193624743569,128,1
after_block3,6,2.070311013045125,48.1717317896768,1.9174380086471705,51.22297617169007,51.22297617169007,128,1
after_block3,7,2.0377938208629995,49.03214489321581,1.8885439667619703,51.99621271895219,51.99621271895219,128,1
after_block3,8,2.013197940615966,49.493487698986975,1.867726926606443,52.21713744674136,52.21713744674136,128,1
after_block3,9,1.9905312475037096,50.04516949524185,1.8395389047014388,52.91936247435695,52.91936247435695,128,1
after_block3,10,1.968370352367275,50.66000087707758,1.8246833466573038,52.84046078586082,52.91936247435695,128,1
after_block3,11,1.9525878485350192,51.12923738104635,1.8104992373350461,53.13239703329651,53.13239703329651,128,1
after_block3,12,1.9332728000501267,51.62654036749551,1.796403023766591,53.81884172321288,53.81884172321288,128,1
after_block3,13,1.921243639362019,51.82125158970311,1.787446617835588,53.716269528167906,53.81884172321288,128,1
after_block3,14,1.9084717729659069,52.03525851861597,1.7743263900778508,54.252801009941614,54.252801009941614,128,1
after_block3,15,1.9024327831362828,52.220321887470945,1.7704457588069387,54.205459996843935,54.252801009941614,128,1
after_block3,16,1.8932865780685804,52.443976669736436,1.7664752958399161,54.45005523118195,54.45005523118195,128,1
after_block3,17,1.885836727623458,52.631671271323945,1.7615931533348754,54.465835568881175,54.465835568881175,128,1
after_block3,18,1.8787778232210859,52.91584440643775,1.7588045644857953,54.55262742622692,54.55262742622692,128,1
after_block3,19,1.868672897750566,53.034249879401834,1.757206241847853,54.69465046551996,54.69465046551996,128,1
after_block3,20,1.874881785626799,52.92461518221287,1.756824616812486,54.69465046551996,54.69465046551996,128,1
after_block6,1,1.9576724356320616,54.48142788229619,1.2163426521280802,68.35253274420073,68.35253274420073,128,1
after_block6,2,1.2085878240305703,67.72793053545585,0.9597513822796632,73.48903266529904,73.48903266529904,128,1
after_block6,3,1.0587026953367853,71.44761654168312,0.881634852328247,75.56414707274736,75.56414707274736,128,1
after_block6,4,0.9902641187010902,73.1965092312415,0.8544046035677509,76.01388669717532,76.01388669717532,128,1
after_block6,5,0.9504619852934982,74.16480287681445,0.8247974542332162,76.70033138709168,76.70033138709168,128,1
after_block6,6,0.9176302064883418,74.99890365302811,0.8070714257390638,77.16585134921887,77.16585134921887,128,1
after_block6,7,0.8985520082644474,75.49445248432224,0.7941421736334521,77.64715164904528,77.64715164904528,128,1
after_block6,8,0.8787514206443351,75.9847388501513,0.7840237541493696,77.89963705223292,77.89963705223292,128,1
after_block6,9,0.860199002710836,76.62675963688989,0.7709731367910926,78.27836515701436,78.27836515701436,128,1
after_block6,10,0.8460548762579223,76.92058062535631,0.7649426921527243,78.26258481931514,78.27836515701436,128,1
