threshold,exit1_accuracy,exit2_accuracy,full_accuracy
0.0,63.17,85.29,92.89
0.010101010101010102,63.17,85.29,92.89
0.020202020202020204,63.17,85.29,92.89
0.030303030303030304,63.17,85.29,92.89
0.04040404040404041,63.17,85.29,92.89
0.05050505050505051,63.17,85.29,92.89
0.06060606060606061,63.17,85.29,92.89
0.07070707070707072,63.17,85.29,92.89
0.08080808080808081,63.17,85.29,92.89
0.09090909090909091,63.17,85.29,92.89
0.10101010101010102,63.17,85.29,92.89
0.11111111111111112,63.17,85.29,92.89
0.12121212121212122,63.17,85.29,92.89
0.13131313131313133,63.17,85.29,92.89
0.14141414141414144,63.17,85.29,92.89
0.15151515151515152,63.17,85.29,92.89
0.16161616161616163,63.17,85.29,92.89
0.17171717171717174,63.17,85.29,92.89
0.18181818181818182,63.176317631763176,85.29,92.89
0.19191919191919193,63.21689520568512,85.29,92.89
0.20202020202020204,63.23485227841763,85.29,92.88
0.21212121212121213,63.28415136003212,85.29,92.87
0.22222222222222224,63.33836098541981,85.29,92.87
0.23232323232323235,63.4375,85.29,92.86
0.24242424242424243,63.62440554487504,85.29,92.86
0.25252525252525254,63.76487338553849,85.28852885288529,92.84
0.26262626262626265,64.09547223929523,85.30559167750324,92.82
0.27272727272727276,64.36175710594316,85.31265632816408,92.79
0.2828282828282829,64.74452554744525,85.32826261008807,92.77
0.29292929292929293,65.01368709201937,85.35950330462647,92.74
0.30303030303030304,65.4419595314164,85.3922452660054,92.7
0.31313131313131315,65.89264499405984,85.43066278953174,92.69
0.32323232323232326,66.27626970227671,85.46914199698946,92.64
0.33333333333333337,66.69632925472747,85.51481667503766,92.58
0.3434343434343435,67.21663464798283,85.55767876898321,92.51
0.3535353535353536,67.70222068806811,85.61933534743203,92.45
0.36363636363636365,68.26102210267806,85.69556451612904,92.38
0.37373737373737376,68.91216377053082,85.79218418661011,92.32
0.38383838383838387,69.39937030758053,85.9095050106286,92.26
0.393939393939394,69.84850351028452,86.02739726027397,92.21
0.4040404040404041,70.61635220125787,86.16057799938943,92.16
0.4141414141414142,71.14964675658317,86.27971029276752,92.1
0.42424242424242425,71.85565652574739,86.39107745830349,92.0
0.43434343434343436,72.43330638641875,86.49092214586112,91.93
0.4444444444444445,72.99128751210068,86.63717724513938,91.82
0.4545454545454546,73.68495675599036,86.77805280528052,91.77
0.4646464646464647,74.45849687454572,86.95922169323121,91.65
0.4747474747474748,75.1571385812631,87.20216418686921,91.56
0.48484848484848486,75.86366440468846,87.48953974895397,91.47
0.494949494949495,76.80559974546611,87.72464529689964,91.39
0.5050505050505051,77.3745299983652,88.1058201058201,91.31
0.5151515151515152,77.92906370818625,88.34166578023614,91.2
0.5252525252525253,78.7584532685972,88.53475935828877,91.12
0.5353535353535354,79.33309557774608,88.76089998923457,91.01
0.5454545454545455,80.14354066985646,88.92497564144203,90.9
0.5555555555555556,80.73498768706195,89.17329266964383,90.83
0.5656565656565657,81.26340417235329,89.43330044941357,90.72
0.5757575757575758,81.80360721442885,89.66391184573003,90.64
0.5858585858585859,82.60330578512396,89.93452447009211,90.56
0.595959595959596,83.17379281004041,90.22103148024112,90.48
0.6060606060606061,83.78259916721456,90.43927648578811,90.37
0.6161616161616162,84.30839002267574,90.66455696202532,90.27
0.6262626262626263,84.77395174513937,90.87910838166724,90.14
0.6363636363636365,85.16097797143549,91.07245049788257,90.08
0.6464646464646465,85.68931068931069,91.31087006692823,89.95
0.6565656565656566,86.26487325400932,91.51458793444148,89.85
0.6666666666666667,86.64529914529915,91.71154296417701,89.69
0.6767676767676768,87.01047986762272,91.93453432238314,89.62
0.686868686868687,87.41399082568807,92.15174866627149,89.52
0.696969696969697,87.92385484830459,92.28384019081693,89.45
0.7070707070707072,88.40669559826411,92.47298919567827,89.39
0.7171717171717172,88.77057115198451,92.68617021276596,89.33
0.7272727272727273,89.16554508748318,92.88932180689152,89.22
0.7373737373737375,89.57011980267794,93.03439803439804,89.08
0.7474747474747475,90.16332590942837,93.27720688374396,89.04
0.7575757575757577,90.50410316529894,93.58717434869739,88.94
0.7676767676767677,90.82265398925176,93.77760949135428,88.87
0.7777777777777778,91.5106660861994,94.02547770700637,88.8
0.787878787878788,91.83394160583941,94.25818882466281,88.72
0.797979797979798,92.5036040365209,94.42784777243799,88.58
0.8080808080808082,92.91177970423253,94.63817514420556,88.49
0.8181818181818182,92.85714285714286,94.89931107578167,88.39
0.8282828282828284,93.279258400927,95.00535618639529,88.25
0.8383838383838385,93.76169681846538,95.1923076923077,88.16
0.8484848484848485,94.30508474576271,95.43397778691896,88.09
0.8585858585858587,95.13633014001473,95.625,88.02
0.8686868686868687,95.11811023622047,95.89484043300997,87.94
0.8787878787878789,95.62982005141389,96.05075563159396,87.87
0.888888888888889,95.63981042654028,96.36073655212411,87.77
0.8989898989898991,96.02577873254565,96.60867000884694,87.67
0.9090909090909092,96.03960396039604,96.77759373588314,87.51
0.9191919191919192,96.62261380323055,97.05564976106058,87.46
0.9292929292929294,96.37023593466425,97.4067046173308,87.35
0.9393939393939394,96.55963302752293,97.624471200781,87.28
0.9494949494949496,96.8944099378882,97.84982361834369,87.21
0.9595959595959597,97.36842105263158,98.19298245614036,87.09
0.9696969696969697,96.52777777777777,98.51356373095504,86.92
0.9797979797979799,95.94594594594595,98.75,86.78
0.98989898989899,98.3076923076923,99.25667828106853,86.65
1.0,99.0,100.0,86.51
