segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.019123669464412765,0.018729685005382635,0.021407447052479257,0.019123669464412768,602626,803330
1,0.016514728266823417,0.016362908500013873,0.017219189445313532,0.01651472826682342,803330,3211779
2,0.015106031467439607,0.014708761009387672,0.017443605145672333,0.01510603146743961,3211779,3211779
3,0.01512439883275268,0.014975326514104381,0.01569271546322852,0.015124398832752683,3211779,3211779
4,0.022351037133679103,0.0219801284983987,0.024420656311849597,0.022351037133679107,3211779,1606147
5,0.011406022134663848,0.011285402011708356,0.01220831778773572,0.01140602213466385,1606147,1606147
6,0.011355841998981002,0.011224337009480223,0.012241609497868918,0.011355841998981004,1606147,1606147
7,0.011580352297945259,0.011317707001580857,0.012955767751554959,0.01158035229794526,1606147,1606147
8,0.01917191783237892,0.018949731485918164,0.02089623815991217,0.019171917832378923,1606147,803330
9,0.011775561531734032,0.011628179519902915,0.012918377395544661,0.011775561531734036,803330,803330
10,0.011542638069173942,0.011419919988838956,0.011710258905077353,0.011542638069173944,803330,803330
11,0.011608080836595036,0.011525911511853337,0.01170323029946303,0.011608080836595038,803330,803330
12,0.011742933131366347,0.011399253504350781,0.01402671740943333,0.01174293313136635,803330,803330
13,0.011577767734221804,0.01134978148911614,0.01309864987415494,0.011577767734221806,803330,803330
14,0.02382546289785144,0.02331165449868422,0.025716450592153706,0.023825462897851448,803330,401922
15,0.014618864469230174,0.014394196507055312,0.01657397019735072,0.014618864469230178,401922,401922
16,0.014557567099109292,0.014427678499487229,0.014720126239990349,0.014557567099109296,401922,401922
17,0.00020608023429910343,0.00020226850756444037,0.00022568178974324835,0.00020608023429910348,401922,8683
18,0.00033598869728545345,0.0002979720011353493,0.0006024023954523727,0.0003359886972854535,8683,514
