segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.01921461404611667,0.01947071123868227,0.01969053503125906,0.019214614046116674,618865,832261
1,0.009762586218615373,0.009658883325755596,0.0103286936879158,0.009762586218615374,832261,3327494
2,0.008109772764146327,0.008065829984843731,0.008502244018018244,0.008109772764146329,3327494,3327494
3,0.007936377450823784,0.007901993580162525,0.008206449635326862,0.007936377450823786,3327494,3327494
4,0.012462338743110498,0.01244983822107315,0.012601450458168984,0.012462338743110502,3327494,1722886
5,0.006744133991499742,0.0067213792353868484,0.006871865037828684,0.006744133991499744,1722886,1722886
6,0.006686561554670334,0.006681559607386589,0.006748708337545395,0.006686561554670335,1722886,1722886
7,0.006682967518766721,0.006678543984889984,0.0067391060292720795,0.006682967518766723,1722886,1722886
8,0.014614074118435382,0.014597411267459393,0.014697335474193097,0.014614074118435386,1722886,922117
9,0.00718156515310208,0.007180404849350452,0.007213491294533014,0.007181565153102081,922117,922117
10,0.007134992753465971,0.007133018225431442,0.0071598818525671955,0.0071349927534659725,922117,922117
11,0.007148831027249495,0.00714498944580555,0.0071773589588701725,0.0071488310272494965,922117,922117
12,0.007150350076456865,0.00711649376899004,0.007137249875813723,0.007150350076456867,922117,922117
13,0.0071440398072203,0.007143263705074787,0.007156691420823336,0.0071440398072203015,922117,922117
14,0.01921314255644878,0.018900860100984573,0.021004761010408397,0.019213142556448782,922117,524805
15,0.00902061325808366,0.008878088556230068,0.009098486043512821,0.009020613258083662,524805,524805
16,0.00903003898759683,0.00888928584754467,0.009107387252151966,0.009030038987596831,524805,524805
17,0.00025001453856627145,0.0002525206655263901,0.000256232637912035,0.0002500145385662715,524805,8686
18,0.00010812518497308096,0.0001077922061085701,0.00011840108782052994,0.00010812518497308099,8686,533
