segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.0002671810293880602,0.00026751752011477947,0.0002784711279673502,0.00026718102938806014,602626,605693
1,0.00047330053057521583,0.0004701564903371036,0.0004984671802958473,0.0004733005305752157,605693,605693
2,0.00039490306517109275,0.0003918999864254147,0.00040892784018069505,0.00039490306517109264,605693,605693
3,0.0003816618603498985,0.00037904351484030485,0.0003994186350610107,0.0003816618603498984,605693,605693
4,0.00037996722967363893,0.0003785424923989922,0.0003946897020796314,0.0003799672296736388,605693,605693
5,0.00037556216896822057,0.0003748155140783638,0.00038858761254232375,0.00037556216896822046,605693,605693
6,0.00037343403673730793,0.0003720954991877079,0.0003863263904349878,0.0003734340367373078,605693,605693
7,0.00037546863701815405,0.00037380598951131105,0.00038972885231487454,0.00037546863701815394,605693,605693
8,0.00037171246755557754,0.0003690615121740848,0.0003840641060378402,0.00037171246755557743,605693,605693
9,0.00037088032501439254,0.0003689004806801677,0.0003853234578855335,0.00037088032501439243,605693,605693
10,0.0003747376671526581,0.00037309149047359824,0.0003886504098773003,0.000374737667152658,605693,605693
11,0.0003695921429122488,0.0003691960300784558,0.0003781845065532252,0.0003695921429122487,605693,605693
12,0.00036768486606888475,0.0003658960049506277,0.00037963072245474907,0.00036768486606888464,605693,605693
13,6.18376633307586e-05,6.166801904328167e-05,6.329999596346169e-05,6.183766333075859e-05,605693,605688
14,5.195983297502001e-05,5.1613489631563425e-05,5.533655639737844e-05,5.1959832975019996e-05,605688,514
