algorithm,step,current_obj,best_obj,evaluations,elapsed_s,final_obj
Random,0,-45.05877149709106,-45.05877149709106,1,0.00043649994768202305,
Random,1,-1.6117390776718703,-1.6117390776718703,2,0.000739899929612875,
Random,2,-41.58986011942021,-1.6117390776718703,3,0.0010605000425130129,
Random,3,-53.21989341614032,-1.6117390776718703,4,0.001322499942034483,
Random,4,-24.1291588905917,-1.6117390776718703,5,0.0015662000514566898,
Random,5,-121.07900030310392,-1.6117390776718703,6,0.0017969999462366104,
Random,6,-49.634678736802,-1.6117390776718703,7,0.002023400040343404,
Random,7,-52.9936090719062,-1.6117390776718703,8,0.002260700101032853,
Random,8,-58.891496757545255,-1.6117390776718703,9,0.002485899953171611,
Random,9,-106.59891121960146,-1.6117390776718703,10,0.002726699924096465,
Random,10,-19.118573398355366,-1.6117390776718703,11,0.0029639999847859144,
Random,11,-43.73723710624117,-1.6117390776718703,12,0.0032099001109600067,
Random,12,-142.57645772371345,-1.6117390776718703,13,0.0034602999221533537,
Random,13,-94.36373826128316,-1.6117390776718703,14,0.003701400011777878,
Random,14,-95.06777509069565,-1.6117390776718703,15,0.004003399983048439,
Random,15,-142.83060940369273,-1.6117390776718703,16,0.004323899978771806,
Random,16,-33.308173578032786,-1.6117390776718703,17,0.004577199928462505,
Random,17,-7.94602369685503,-1.6117390776718703,18,0.00483030010946095,
Random,18,-103.19961525598845,-1.6117390776718703,19,0.005085499957203865,
Random,19,-107.09431914986335,-1.6117390776718703,20,0.005347199970856309,
Random,20,-142.3683494290717,-1.6117390776718703,21,0.005597699899226427,
Random,21,-41.75052596140026,-1.6117390776718703,22,0.0058633999433368444,
Random,22,-44.65075944990785,-1.6117390776718703,23,0.006106900051236153,
Random,23,-110.71043531682528,-1.6117390776718703,24,0.006347999908030033,
Random,24,-10.984301826486327,-1.6117390776718703,25,0.006582499947398901,
Random,25,-44.72808464308664,-1.6117390776718703,26,0.006821200018748641,
Random,26,-31.226226997378287,-1.6117390776718703,27,0.007064700126647949,
Random,27,-98.34161178064244,-1.6117390776718703,28,0.007297900039702654,
Random,28,-98.83959564780922,-1.6117390776718703,29,0.007542799925431609,
Random,29,-58.97869791461421,-1.6117390776718703,30,0.007778699975460768,
Random,30,-21.669781225957475,-1.6117390776718703,31,0.008013000013306737,
Random,31,-62.551391054962174,-1.6117390776718703,32,0.008242799900472164,
Random,32,-50.41781947351143,-1.6117390776718703,33,0.008474299916997552,
Random,33,-102.89957997973595,-1.6117390776718703,34,0.008732599904760718,
Random,34,-98.9233549067028,-1.6117390776718703,35,0.008970200084149837,
Random,35,-67.56884271463277,-1.6117390776718703,36,0.009205699898302555,
Random,36,0.8073850372216389,0.8073850372216389,37,0.00945389992557466,
Random,37,-94.86497554312322,0.8073850372216389,38,0.009697000030428171,
Random,38,-50.411063567956795,0.8073850372216389,39,0.00993890012614429,
Random,39,-141.96599392746532,0.8073850372216389,40,0.010176500072702765,
Random,40,-40.63900908729836,0.8073850372216389,41,0.01041140011511743,
Random,41,-41.171649700409304,0.8073850372216389,42,0.01065740012563765,
Random,42,-26.443003524600755,0.8073850372216389,43,0.010890899924561381,
Random,43,-25.81438105542209,0.8073850372216389,44,0.011160399997606874,
Random,44,-43.29291070639096,0.8073850372216389,45,0.011430999962612987,
Random,45,-99.70129028893584,0.8073850372216389,46,0.011713899904862046,
Random,46,-98.9737494180943,0.8073850372216389,47,0.011963800061494112,
Random,47,-50.480899123661125,0.8073850372216389,48,0.012196799973025918,
Random,48,-61.47775266153495,0.8073850372216389,49,0.012427400099113584,
Random,49,-94.18646291899542,0.8073850372216389,50,0.01265750010497868,
