segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.0034006866664033925,0.003131299999949988,0.004690690002280459,0.003400686666403392,602626,605693
1,0.03269690333339289,0.03209495000191964,0.03622936499887146,0.03269690333339288,605693,605693
2,0.0331013233334185,0.032642199999827426,0.0363420049970955,0.033101323333418496,605693,605693
3,0.03334449333318237,0.032820149999679415,0.03697713499914244,0.033344493333182366,605693,605693
4,0.03324853333324427,0.03244730000005802,0.03747691499975189,0.03324853333324426,605693,605693
5,0.0335111533330443,0.03273274999810383,0.03872198999924876,0.033511153333044295,605693,605693
6,0.03345923666626428,0.032660950000718,0.03816350499873806,0.033459236666264276,605693,605693
7,0.0344407533336683,0.03289344999939203,0.04301016500048716,0.03444075333366829,605693,605693
8,0.033084380000582315,0.03292705000058049,0.03532688499908545,0.03308438000058231,605693,605693
9,0.0337368833332827,0.03309045000059996,0.0391916049986321,0.033736883333282695,605693,605693
10,0.03317122999978892,0.03235204999873531,0.03667828000125155,0.033171229999788915,605693,605693
11,0.033337336666591,0.03244790000098874,0.036740719999397695,0.03333733666659099,605693,605693
12,0.03333835333384438,0.03223770000113291,0.037418935001369384,0.03333835333384437,605693,605693
13,0.00022762333319406025,0.00020729999960167333,0.00030759999972360667,0.00022762333319406022,605693,605688
14,7.327666632287826e-05,6.724999911966734e-05,0.00010072499917441745,7.327666632287824e-05,605688,514
