segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.0231247864666481,0.02163462100020297,0.02947680844979459,0.0231247864666481,602625,605692
1,0.181738738133375,0.18066704400007438,0.2011960210004645,0.181738738133375,605692,605692
2,0.1846257827001106,0.18174302299985357,0.20335296985006152,0.1846257827001106,605692,605692
3,0.1868600271665855,0.18570650449964887,0.20389349694994507,0.1868600271665855,605692,605692
4,0.19261184743333312,0.1853323929999533,0.22970021875007657,0.19261184743333312,605692,605692
5,0.19042818899994624,0.1837157185000251,0.23124190104999798,0.19042818899994624,605692,605692
6,0.1946976072333958,0.18798847050015866,0.2381223450001471,0.1946976072333958,605692,605692
7,0.19034997160003211,0.18279736549993686,0.22743672035019244,0.19034997160003211,605692,605692
8,0.19617272496661825,0.18699462299991865,0.23596330785003375,0.19617272496661825,605692,605692
9,0.1951942761331793,0.1914480084999468,0.23053094969982338,0.1951942761331793,605692,605692
10,0.18652787843322283,0.18223002499962604,0.2128140681500781,0.18652787843322283,605692,605692
11,0.18418453589994593,0.1816806879996875,0.20169015085016323,0.18418453589994593,605692,605692
12,0.18444721326663965,0.18291754999995646,0.19842958724998425,0.18444721326663965,605692,605692
13,0.0009722215000086483,0.0009267154998724436,0.0011979974000951186,0.0009722215000086483,605692,605687
14,0.0008925375665967295,0.0007778969998071261,0.0013916636500198357,0.0008925375665967295,605687,529
