segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.01903156270176017,0.018804599982104264,0.020610775353270577,0.01903156270176017,602629,803333
1,0.016554878397922343,0.016338703484507278,0.017975931208638937,0.016554878397922343,803333,3211782
2,0.015087532932132794,0.014602964016376063,0.016191883949795732,0.015087532932132794,3211782,3211782
3,0.014957322434444602,0.014696889993501827,0.016157744050724426,0.014957322434444602,3211782,3211782
4,0.02212239376385696,0.021873450998100452,0.02373617390403524,0.02212239376385696,3211782,1606150
5,0.011344067032526557,0.011229355004616082,0.011877980586723423,0.011344067032526557,1606150,1606150
6,0.011442065763791713,0.011228614006540738,0.013029164093313738,0.011442065763791713,1606150,1606150
7,0.0114417891697182,0.011221929002203979,0.012982082899543454,0.0114417891697182,1606150,1606150
8,0.01931807980290614,0.018769072514260188,0.02192466944979969,0.01931807980290614,1606150,803333
9,0.011389743500816014,0.011373317494872026,0.011563910750555805,0.011389743500816014,803333,803333
10,0.011616254498949274,0.011352761983289383,0.013563723365950863,0.011616254498949274,803333,803333
11,0.01139483679823267,0.011352364017511718,0.011626744747627525,0.01139483679823267,803333,803333
12,0.013306135765742511,0.011379215502529405,0.014063078300387132,0.013306135765742511,803333,803333
13,0.011778064364140544,0.011392984000849538,0.013725284645624924,0.011778064364140544,803333,803333
14,0.023749279833282344,0.02316105148929637,0.026411505501891946,0.023749279833282344,803333,401925
15,0.014719376932286346,0.014421223502722569,0.016721752189914695,0.014719376932286346,401925,401925
16,0.014635945430685145,0.014461917991866358,0.015621959489362775,0.014635945430685145,401925,401925
17,0.0002039603025574858,0.0002035924990195781,0.00020768695103470236,0.0002039603025574858,401925,8686
18,0.0005956546335558718,0.0005946849851170555,0.0006194749905262143,0.0005956546335558718,8686,893
