algorithm,curve_role,final_utility,best_utility,final_step,final_episode,evaluations,elapsed_s
PPO,cached_solution,1.1532632963949938,1.1532632963949938,0,0.0,1.0,0.0
Random,baseline,0.7516082788272508,0.7516082788272508,4,,5.0,0.0009796000085771084
Greedy,baseline,1.1359788606916403,1.1359788606916403,2,,9601.0,2.0131404001731426
BF,baseline,1.1359788606916403,1.1359788606916403,1,,9601.0,2.011981900082901
