algorithm,curve_role,final_utility,best_utility,final_step,final_episode,evaluations,elapsed_s
PPO,learning_curve,8.31802373329866,8.373168564320949,30000,30000.0,1500.0,0.0
Random,baseline,-1.6908289814883481,-1.6908289814883481,2,,3.0,0.000865299953147769
Greedy,baseline,1.0831554322665213,1.0831554322665213,2,,3457.0,0.6996925000566989
BF,baseline,1.0831554322665213,1.0831554322665213,1,,3457.0,0.7235612000804394
