algorithm,step,episode,best_obj,current_obj,utility,batch_mean_obj,batch_std_obj,batch_size,evaluations,elapsed_s,curve_type,stage
DSCI,10,10,-0.450938737825181,-0.450938737825181,-0.450938737825181,-1.4508486653780885,1.1401976990206377,10,10,0.03893649997189641,dsci_train,training
DSCI,20,20,-0.25420692526137634,-0.25420692526137634,-0.25420692526137634,-1.3367686256742408,0.8000426235144547,10,20,0.06970469997031614,dsci_train,training
DSCI,30,30,-0.25420692526137634,-0.49208103650272367,-0.25420692526137634,-1.7766362299162861,0.9970165920363728,10,30,0.10078229999635369,dsci_train,training
DSCI,40,40,-0.25420692526137634,-0.4823604817641255,-0.25420692526137634,-1.533228606872914,1.0981217088892563,10,40,0.1311377999954857,dsci_train,training
DSCI,50,50,-0.25420692526137634,-0.2779800865371997,-0.25420692526137634,-2.18546024722366,1.4771945054128914,10,50,0.16042029997333884,dsci_train,training
DSCI,60,60,-0.25420692526137634,-0.6628313004438514,-0.25420692526137634,-1.823287421956162,0.9945558647049415,10,60,0.19215709995478392,dsci_train,training
DSCI,70,70,-0.25420692526137634,-1.146589788121006,-0.25420692526137634,-2.505075377286797,0.9608807876340085,10,70,0.22383769997395575,dsci_train,training
DSCI,80,80,-0.0533806939773428,-0.0533806939773428,-0.0533806939773428,-1.8746241001838313,1.7542954788722083,10,80,0.2548008000012487,dsci_train,training
DSCI,90,90,-0.0533806939773428,-0.49208103650272367,-0.0533806939773428,-1.9347646875973177,1.331126615811187,10,90,0.28715419996296987,dsci_train,training
DSCI,100,100,-0.0533806939773428,-0.49208103650272367,-0.0533806939773428,-2.3285810676384258,1.3327718482267266,10,100,0.3163560999673791,dsci_train,training
DSCI,110,110,-0.0533806939773428,-0.2779800865371997,-0.0533806939773428,-1.4094293214473925,1.3138614007539253,10,110,0.3451958000077866,dsci_train,training
DSCI,120,120,-0.0533806939773428,-0.49208103650272367,-0.0533806939773428,-1.8836170956601044,1.259004101717553,10,120,0.37325559998862445,dsci_train,training
DSCI,130,130,-0.0533806939773428,-0.49208103650272367,-0.0533806939773428,-1.604463229543391,1.0889745095784622,10,130,0.40682239999296144,dsci_train,training
DSCI,140,140,-0.0533806939773428,-0.18162776954242488,-0.0533806939773428,-1.5094796099570709,1.1826510574570344,10,140,0.4415634999750182,dsci_train,training
DSCI,150,150,-0.0533806939773428,-0.5353387875160802,-0.0533806939773428,-1.5285195458592082,0.8925934069350308,10,150,0.4717993999947794,dsci_train,training
DSCI,160,160,-0.031214782269779917,-0.031214782269779917,-0.031214782269779917,-0.7476866584377315,0.8044454835406626,10,160,0.5001559999655001,dsci_train,training
DSCI,170,170,-0.031214782269779917,-0.06590427050721215,-0.031214782269779917,-2.052561199510269,1.268319566444592,10,170,0.5309963999898173,dsci_train,training
DSCI,180,180,-0.031214782269779917,-0.20566219536008068,-0.031214782269779917,-1.7147392744104952,1.4664529809683124,10,180,0.5601966999820434,dsci_train,training
DSCI,190,190,-0.031214782269779917,-0.5083590703340766,-0.031214782269779917,-1.8810995589782604,1.2504272179737408,10,190,0.5888273000018671,dsci_train,training
DSCI,200,200,-0.031214782269779917,-0.49208103650272367,-0.031214782269779917,-1.3314891841267809,0.867764901280342,10,200,0.6191936999675818,dsci_train,training
DSCI,201,200,-0.007416107960119267,-0.007416107960119267,-0.007416107960119267,-1.3314891841267809,0.867764901280342,10,200,4.196689400007017,dsci_train,deterministic_polish
