algorithm,step,current_obj,best_obj,evaluations,elapsed_s,final_obj,batch_mean_obj,batch_std_obj,batch_size
Random,118,-0.20711515644831258,-0.08158457642898753,119,0.02106989995809272,,,,
Random,119,-3.2792529682149425,-0.08158457642898753,120,0.021217399975284934,,,,
Random,120,-0.49208103650272367,-0.08158457642898753,121,0.021365499997045845,,,,
Random,121,-0.6151195642611235,-0.08158457642898753,122,0.02151270001195371,,,,
Random,122,-0.8537080324876039,-0.08158457642898753,123,0.02166259998921305,,,,
Random,123,-2.384935918876455,-0.08158457642898753,124,0.021815499989315867,,,,
Random,124,-1.2896133348436294,-0.08158457642898753,125,0.02197679999517277,,,,
Random,125,-2.631379884323976,-0.08158457642898753,126,0.022131500008981675,,,,
Random,126,-0.3837875132549172,-0.08158457642898753,127,0.022279699973296374,,,,
Random,127,-0.45417019267510383,-0.08158457642898753,128,0.022430899960454553,,,,
Random,128,-0.6518784075877562,-0.08158457642898753,129,0.02258270001038909,,,,
Random,129,-2.121685874296155,-0.08158457642898753,130,0.022737299965228885,,,,
Random,130,-0.49208103650272367,-0.08158457642898753,131,0.022893099987413734,,,,
Random,131,-3.2244252164397897,-0.08158457642898753,132,0.023048900009598583,,,,
Random,132,-3.6371537244179617,-0.08158457642898753,133,0.023198599985335022,,,,
Random,133,-2.0144175483933817,-0.08158457642898753,134,0.023347399954218417,,,,
Random,134,-0.2917933013380779,-0.08158457642898753,135,0.02349679998587817,,,,
Random,135,-0.49208103650272367,-0.08158457642898753,136,0.02364480000687763,,,,
Random,136,-0.49208103650272367,-0.08158457642898753,137,0.02379309997195378,,,,
Random,137,-0.49208103650272367,-0.08158457642898753,138,0.023955199983902276,,,,
Random,138,-3.340008880540976,-0.08158457642898753,139,0.024106599972583354,,,,
Random,139,-1.1859030158324346,-0.08158457642898753,140,0.024254999996628612,,,,
Random,140,-2.9750326339659052,-0.08158457642898753,141,0.024410499958321452,,,,
Random,141,-0.49208103650272367,-0.08158457642898753,142,0.02456769999116659,,,,
Random,142,-0.5367322785122078,-0.08158457642898753,143,0.02471339999465272,,,,
Random,143,-2.0737635323778014,-0.08158457642898753,144,0.024863399972673506,,,,
Random,144,-0.6745724218985545,-0.08158457642898753,145,0.025011999998241663,,,,
Random,145,-2.195952638313716,-0.08158457642898753,146,0.025166799954604357,,,,
Random,146,-1.1646825058170456,-0.08158457642898753,147,0.025317299994640052,,,,
Random,147,-3.686751259223109,-0.08158457642898753,148,0.02546879998408258,,,,
Random,148,-2.137187238012611,-0.08158457642898753,149,0.02562410000246018,,,,
Random,149,-0.6645013239301293,-0.08158457642898753,150,0.02577539999037981,,,,
Random,150,-2.106833869494543,-0.08158457642898753,151,0.025931999960448593,,,,
Random,151,-2.78626502495579,-0.08158457642898753,152,0.0260864999727346,,,,
Random,152,-1.2838303769430475,-0.08158457642898753,153,0.026232099975459278,,,,
Random,153,-1.85400354765981,-0.08158457642898753,154,0.02637709997361526,,,,
Random,154,-1.7793330710138027,-0.08158457642898753,155,0.026522899977862835,,,,
Random,155,-0.6251146232809763,-0.08158457642898753,156,0.026668199978303164,,,,
Random,156,-3.342089586120347,-0.08158457642898753,157,0.02683499996783212,,,,
Random,157,-0.6519715019203662,-0.08158457642898753,158,0.027001499955076724,,,,
Random,158,-2.1988243060946555,-0.08158457642898753,159,0.027481400000397116,,,,
Random,159,-3.3248272826466003,-0.08158457642898753,160,0.0278050999622792,,,,
Random,160,-1.011301625001571,-0.08158457642898753,161,0.028073899971786886,,,,
Random,161,-2.9251142311660723,-0.08158457642898753,162,0.02826749999076128,,,,
Random,162,-1.0245895863527024,-0.08158457642898753,163,0.028446999960578978,,,,
Random,163,-1.6264477448097023,-0.08158457642898753,164,0.028607599961105734,,,,
Random,164,-0.03389810898896373,-0.03389810898896373,165,0.02878019999479875,,,,
Random,165,-1.1331659451769762,-0.03389810898896373,166,0.028986599994823337,,,,
Random,166,-0.25204889214310877,-0.03389810898896373,167,0.029203099955338985,,,,
Random,167,-3.3882338973550974,-0.03389810898896373,168,0.029372099961619824,,,,
Random,168,-0.49208103650272367,-0.03389810898896373,169,0.02953880000859499,,,,
Random,169,-0.49208103650272367,-0.03389810898896373,170,0.029704399988986552,,,,
Random,170,-0.49208103650272367,-0.03389810898896373,171,0.02987490000668913,,,,
Random,171,-0.49208103650272367,-0.03389810898896373,172,0.030069899978116155,,,,
Random,172,-0.34093632916527306,-0.03389810898896373,173,0.03025879996130243,,,,
Random,173,-3.2718054717476885,-0.03389810898896373,174,0.030508299998473376,,,,
Random,174,-1.165899724505048,-0.03389810898896373,175,0.030865699984133244,,,,
Random,175,-1.1113871340409247,-0.03389810898896373,176,0.031109999981708825,,,,
Random,176,-3.4026549326009183,-0.03389810898896373,177,0.03130819997750223,,,,
Random,177,-2.642866266692889,-0.03389810898896373,178,0.031554599991068244,,,,
Random,178,-3.1958669377205844,-0.03389810898896373,179,0.03173119999701157,,,,
Random,179,-3.06913813713468,-0.03389810898896373,180,0.03188719996251166,,,,
Random,180,-3.1616610466873833,-0.03389810898896373,181,0.03204009996261448,,,,
Random,181,-1.2745888043170068,-0.03389810898896373,182,0.03219810000155121,,,,
Random,182,-0.49208103650272367,-0.03389810898896373,183,0.03235259995562956,,,,
Random,183,-3.8250150620152876,-0.03389810898896373,184,0.03250529995420948,,,,
Random,184,-1.1735055412665458,-0.03389810898896373,185,0.03265439998358488,,,,
Random,185,-1.8871448476387032,-0.03389810898896373,186,0.032807799987494946,,,,
Random,186,-2.3781419929267966,-0.03389810898896373,187,0.03296709997812286,,,,
Random,187,-1.144458950354879,-0.03389810898896373,188,0.03313019999768585,,,,
Random,188,-3.228406896378423,-0.03389810898896373,189,0.03329429996665567,,,,
Random,189,-1.5928296574630072,-0.03389810898896373,190,0.03348859999096021,,,,
Random,190,-0.9253383602548106,-0.03389810898896373,191,0.0336692999699153,,,,
Random,191,-0.5988850506099133,-0.03389810898896373,192,0.03382039995631203,,,,
Random,192,-3.0049273150511495,-0.03389810898896373,193,0.03396909998264164,,,,
Random,193,-0.7939039837845127,-0.03389810898896373,194,0.034117500006686896,,,,
Random,194,-2.2202269560881938,-0.03389810898896373,195,0.03426200000103563,,,,
Random,195,-3.3992465897222517,-0.03389810898896373,196,0.03441009996458888,,,,
Random,196,-1.1331659451769762,-0.03389810898896373,197,0.03455709997797385,,,,
Random,197,-3.4029390543189635,-0.03389810898896373,198,0.03470949997426942,,,,
Random,198,-0.49208103650272367,-0.03389810898896373,199,0.03486559999873862,,,,
Random,199,-2.099356982286596,-0.03389810898896373,200,0.03501230000983924,-0.03389810898896373,,,
GA,0,-0.12120300123537797,-0.12120300123537797,20,0.0029633999802172184,,-1.7122191762310348,1.1444839888157199,20.0
GA,1,-0.12120300123537797,-0.12120300123537797,38,0.005932700005359948,,-0.8629503574746005,0.983728824773884,20.0
GA,2,-0.08466476088346242,-0.08466476088346242,56,0.008822400006465614,,-0.5375946432487833,0.8334686306934292,20.0
GA,3,-0.08466476088346242,-0.08466476088346242,74,0.012368800002150238,,-0.3736104538846176,0.6556042809569002,20.0
GA,4,-0.08466476088346242,-0.08466476088346242,92,0.015896500030066818,,-0.28127342519777293,0.7629926659330689,20.0
GA,5,-0.0823893029231122,-0.0823893029231122,110,0.0188831000123173,,-0.09235714489586415,0.013662298460908176,20.0
GA,6,-0.08207235342238872,-0.08207235342238872,128,0.021820400026626885,,-0.08402724953095086,0.0010012307898960068,20.0
GA,7,-0.05349983625318733,-0.05349983625318733,146,0.025465500017162412,,-0.17996839149717608,0.42862170310299663,20.0
GA,8,-0.05349983625318733,-0.05349983625318733,164,0.029126300010830164,,-0.32125165691314506,0.7624519784281579,20.0
GA,9,-0.05296163236932938,-0.05296163236932938,182,0.032068800006527454,,-0.07350261021486022,0.040146975201420104,20.0
GA,10,-0.05295050868524953,-0.05295050868524953,200,0.03508780000265688,-0.05295050868524953,-0.5142656304001973,0.9616163466035635,20.0
