algorithm,curve_role,final_utility,best_utility,final_step,final_episode,evaluations,elapsed_s
DSCI,learning_curve,1.1532632963949938,1.1532632963949938,501,550.0,100.0,55.786599199986085
Greedy,baseline,1.1531729951451906,1.1531729951451906,4,,338689.0,150.51263569993898
GA,baseline,1.0719146510501976,1.0719146510501976,150,,7550.0,10.21189559996128
BF,baseline,1.1531729951451906,1.1531729951451906,2,,338689.0,115.69418089999817
