segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.0031431233330901404,0.003095250000114902,0.00362126999789325,0.0031431233330901404,602625,605692
1,0.032122163332921144,0.03219645000172022,0.03351464999741438,0.032122163332921144,605692,605692
2,0.032521403333642715,0.032509399999980815,0.033665044998269875,0.032521403333642715,605692,605692
3,0.03280365666638924,0.03309900000022026,0.03371332999959122,0.03280365666638924,605692,605692
4,0.03261167333330377,0.032797499998196145,0.03366601500001707,0.03261167333330377,605692,605692
5,0.033034173333241296,0.03304350000144041,0.034388169999510866,0.033034173333241296,605692,605692
6,0.03273432333323096,0.03278620000128285,0.03400046499846212,0.03273432333323096,605692,605692
7,0.0329193966670573,0.03282690000196453,0.03426740999893809,0.0329193966670573,605692,605692
8,0.03294702000021062,0.032982050001010066,0.03423398999893834,0.03294702000021062,605692,605692
9,0.03319364333340976,0.03317435000099067,0.034117840000726575,0.03319364333340976,605692,605692
10,0.032855629999903616,0.03300590000071679,0.034073380000518225,0.032855629999903616,605692,605692
11,0.03320483666660342,0.03331649999927322,0.03450342000014643,0.03320483666660342,605692,605692
12,0.03318493666702125,0.03324199999951816,0.03487665000029665,0.03318493666702125,605692,605692
13,0.0002223600001646749,0.00020020000010845251,0.0002916700006608152,0.0002223600001646749,605692,605687
14,7.409333338728174e-05,6.725000093865674e-05,0.00010390000097686424,7.409333338728174e-05,605687,529
