threshold,exit1_rate,exit2_rate
0.0,100.0,100.0
0.010101010101010102,100.0,100.0
0.020202020202020204,100.0,100.0
0.030303030303030304,100.0,100.0
0.04040404040404041,100.0,100.0
0.05050505050505051,100.0,100.0
0.06060606060606061,100.0,100.0
0.07070707070707072,100.0,100.0
0.08080808080808081,100.0,100.0
0.09090909090909091,100.0,100.0
0.10101010101010102,100.0,100.0
0.11111111111111112,100.0,100.0
0.12121212121212122,100.0,100.0
0.13131313131313133,100.0,100.0
0.14141414141414144,100.0,100.0
0.15151515151515152,100.0,100.0
0.16161616161616163,100.0,100.0
0.17171717171717174,100.0,100.0
0.18181818181818182,99.98999834060669,100.0
0.19191919191919193,99.91000294685364,100.0
0.20202020202020204,99.84999895095825,100.0
0.21212121212121213,99.62999820709229,100.0
0.22222222222222224,99.44999814033508,100.0
0.23232323232323235,99.19999837875366,100.0
0.24242424242424243,98.83000254631042,100.0
0.25252525252525254,98.3299970626831,99.98999834060669
0.26262626262626265,97.61999845504761,99.97000098228455
0.27272727272727276,96.74999713897705,99.94999766349792
0.2828282828282829,95.89999914169312,99.91999864578247
0.29292929292929293,94.98000144958496,99.86000061035156
0.30303030303030304,93.90000104904175,99.80999827384949
0.31313131313131315,92.58999824523926,99.73000288009644
0.32323232323232326,91.36000275611877,99.6500015258789
0.33333333333333337,89.89999890327454,99.55000281333923
0.3434343434343435,88.48999738693237,99.43000078201294
0.3535353535353536,86.90999746322632,99.29999709129333
0.36363636363636365,85.50999760627747,99.19999837875366
0.37373737373737376,84.02000069618225,99.02999997138977
0.38383838383838387,82.58000016212463,98.79000186920166
0.393939393939394,81.19000196456909,98.54999780654907
0.4040404040404041,79.50000166893005,98.2699990272522
0.4141414141414142,77.85000205039978,98.03000092506409
0.42424242424242425,75.92999935150146,97.72999882698059
0.43434343434343436,74.22000169754028,97.49000072479248
0.4444444444444445,72.31000065803528,97.2100019454956
0.4545454545454546,70.5299973487854,96.96000218391418
0.4646464646464647,68.79000067710876,96.61999940872192
0.4747474747474748,66.82000160217285,96.10999822616577
0.48484848484848486,64.84000086784363,95.59999704360962
0.494949494949495,62.860000133514404,95.14999985694885
0.5050505050505051,61.169999837875366,94.49999928474426
0.5151515151515152,59.49000120162964,94.01000142097473
0.5252525252525253,57.669997215270996,93.50000023841858
0.5353535353535354,56.08000159263611,92.89000034332275
0.5454545454545455,54.339998960494995,92.36999750137329
0.5555555555555556,52.789998054504395,91.80999994277954
0.5656565656565657,51.28999948501587,91.22999906539917
0.5757575757575758,49.90000128746033,90.75000286102295
0.5858585858585859,48.39999973773956,90.10999798774719
0.595959595959596,47.00999855995178,89.5799994468689
0.6060606060606061,45.62999904155731,89.01000022888184
0.6161616161616162,44.10000145435333,88.48000168800354
0.6262626262626263,42.68999993801117,87.92999982833862
0.6363636363636365,41.3100004196167,87.37000226974487
0.6464646464646465,40.04000127315521,86.6599977016449
0.6565656565656566,38.6599987745285,86.03000044822693
0.6666666666666667,37.43999898433685,85.4200005531311
0.6767676767676768,36.25999987125397,84.93000268936157
0.686868686868687,34.8800003528595,84.3500018119812
0.696969696969697,33.61999988555908,83.85000228881836
0.7070707070707072,32.260000705718994,83.30000042915344
0.7171717171717172,30.98999857902527,82.71999955177307
0.7272727272727273,29.71999943256378,82.13000297546387
0.7373737373737375,28.380000591278076,81.40000104904175
0.7474747474747475,26.94000005722046,80.7699978351593
0.7575757575757577,25.589999556541443,79.83999848365784
0.7676767676767677,24.18999969959259,79.22999858856201
0.7777777777777778,22.96999990940094,78.50000262260437
0.787878787878788,21.9200000166893,77.85000205039978
0.797979797979798,20.810000598430634,76.99000239372253
0.8080808080808082,19.609999656677246,76.27999782562256
0.8181818181818182,18.34000051021576,75.4800021648407
0.8282828282828284,17.260000109672546,74.68000054359436
0.8383838383838385,16.030000150203705,73.83999824523926
0.8484848484848485,14.749999344348907,72.93000221252441
0.8585858585858587,13.570000231266022,72.00000286102295
0.8686868686868687,12.700000405311584,71.13000154495239
0.8787878787878789,11.670000106096268,70.13999819755554
0.888888888888889,10.54999977350235,68.97000074386597
0.8989898989898991,9.309999644756317,67.82000064849854
0.9090909090909092,8.079999685287476,66.40999913215637
0.9191919191919192,6.809999793767929,64.86999988555908
0.9292929292929294,5.510000139474869,63.23999762535095
0.9393939393939394,4.360000044107437,61.46000027656555
0.9494949494949496,3.2200001180171967,59.5300018787384
0.9595959595959597,2.280000038444996,56.99999928474426
0.9696969696969697,1.4399999752640724,53.82000207901001
0.9797979797979799,0.7400000002235174,49.59999918937683
0.98989898989899,0.26000000070780516,43.050000071525574
1.0,0.0,0.34000000450760126
