segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.05730091703336863,0.055253371499929926,0.06324844289995327,0.05730091703336864,602625,803329
1,0.0597813706666481,0.057078049499750705,0.06975081005004995,0.05978137066664811,803329,3211778
2,0.05008273100002043,0.048357911499806505,0.056102710599998315,0.05008273100002045,3211778,3211778
3,0.04803083210003933,0.046915688499893804,0.05389406455017252,0.04803083210003935,3211778,3211778
4,0.07686260976664319,0.07468592549980713,0.0865088676498999,0.0768626097666432,3211778,1606146
5,0.03681069229995349,0.03484611949988903,0.044529090099899804,0.0368106922999535,1606146,1606146
6,0.035802559233313026,0.034530290999782665,0.04315296269992359,0.03580255923331303,1606146,1606146
7,0.03580297119995824,0.03447589999973388,0.039048990649689586,0.03580297119995825,1606146,1606146
8,0.06516282503336394,0.0654429659998641,0.07311108140002033,0.06516282503336396,1606146,803329
9,0.036796496266651955,0.03437306549994901,0.044752568299827544,0.03679649626665196,803329,803329
10,0.035257347233315764,0.03368264900018403,0.04258075189973169,0.03525734723331577,803329,803329
11,0.03601572963339095,0.034554949000039414,0.04220624024994777,0.036015729633390954,803329,803329
12,0.03560287416667052,0.03349140149998675,0.04195214690005287,0.035602874166670524,803329,803329
13,0.03504303370000343,0.03355399749989374,0.04185857945026328,0.03504303370000344,803329,803329
14,0.08693313849997443,0.08266531849994863,0.10675385294985058,0.08693313849997444,803329,401921
15,0.05325154400002248,0.05211901900020166,0.05816417634989648,0.053251544000022494,401921,401921
16,0.053890188266662635,0.05331665400012753,0.05635826625000391,0.05389018826666265,401921,401921
17,0.000610446933296771,0.0005860025000856695,0.0007609410998838937,0.0006104469332967711,401921,8682
18,0.0010548541333567603,0.0009393140001066058,0.0014587381498813552,0.0010548541333567606,8682,529
