threshold,final_accuracy,after_layer1_isolated_accuracy,after_layer1_rate,after_layer1_accuracy,after_layer2_isolated_accuracy,after_layer2_rate,after_layer2_accuracy,after_layer3_isolated_accuracy,after_layer3_rate,after_layer3_accuracy,after_layer1_sequential_rate,after_layer1_sequential_accuracy,after_layer2_sequential_rate,after_layer2_sequential_accuracy,after_layer3_sequential_rate,after_layer3_sequential_accuracy,final_rate,overall_accuracy
0.34,97.33312292883068,30.795329020041027,12.545368470885277,76.79245283018868,53.55057598232602,43.28546630897901,81.06088224571637,85.34795644626794,90.55546788701278,90.54631001132701,12.545368470885277,76.79245283018868,31.434432696859712,78.53915662650603,47.593498500867916,87.18501326259947,8.426700331387092,83.3754142338646
0.35,97.33312292883068,30.795329020041027,11.953605807164273,77.49174917491749,53.55057598232602,42.16506233233391,81.79266467065868,85.34795644626794,89.81379201514912,90.83721338838619,11.953605807164273,77.49174917491749,30.874230708537162,79.45310503450038,48.082688969543945,87.64358385297014,9.089474514754615,84.13287044342749
0.36,97.33312292883068,30.795329020041027,11.306611961495976,78.08792742498255,53.55057598232602,40.89474514754616,82.5390700366583,85.34795644626794,89.23780968912735,91.09637488947834,11.306611961495976,78.08792742498255,30.21934669401925,80.44386422976501,48.83225501025722,87.94635643884311,9.641786334227552,84.80353479564462
0.37,97.33312292883068,30.795329020041027,10.87265267476724,78.66473149492018,53.55057598232602,39.837462521697965,83.12537136066548,85.34795644626794,88.70916837620325,91.345726229654,10.87265267476724,78.66473149492018,29.619693861448635,81.06020245071923,49.2898848035348,88.25036017288298,10.217768660249329,85.30850560201988
0.38,97.33312292883068,30.795329020041027,10.415022881489664,79.0909090909091,53.55057598232602,38.85119141549629,83.61088545897644,85.34795644626794,88.21208773867761,91.56529516994634,10.415022881489664,79.0909090909091,29.059491873126085,81.64539777355417,49.802745778759665,88.7040557667934,10.722739466624585,85.82136657724476
0.39,97.33312292883068,30.795329020041027,9.91794224396402,79.87271280827366,53.55057598232602,38.014833517437275,84.05977584059775,85.34795644626794,87.62032507495661,91.79648806843764,9.91794224396402,79.87271280827366,28.67287359949503,82.168409466153,50.14991320814266,89.09691629955947,11.259270948398296,86.32633738362001
0.4,97.33312292883068,30.795329020041027,9.586555152280258,80.16460905349794,53.55057598232602,36.90231970964179,84.75518494761599,85.34795644626794,87.11535426858134,91.98442170093288,9.586555152280258,80.16460905349794,27.915417389932145,82.95647258338045,50.67855452106675,89.45975400903005,11.819472936720846,86.81552785229604
0.41,97.33312292883068,30.795329020041027,9.19204670979959,80.68669527896996,53.55057598232602,35.86870759034243,85.32776066871975,85.34795644626794,86.44468991636421,92.28733114275283,9.19204670979959,80.68669527896996,27.284203881963073,83.66107576633893,51.033612119299356,89.95052566481138,12.490137288937984,87.36783967176898
0.42,97.33312292883068,30.795329020041027,8.765977591920468,81.008100810081,53.55057598232602,34.80353479564463,85.98957152573112,85.34795644626794,85.85292725264321,92.45473761602794,8.765977591920468,81.008100810081,26.62931986744516,84.47407407407407,51.49124191257693,90.26969046889366,13.11346062805744,87.88859081584346
0.43,97.33312292883068,30.795329020041027,8.403029824838251,82.25352112676056,53.55057598232602,33.77781284519489,86.42840457836954,85.34795644626794,85.30061543317026,92.63712885024512,8.403029824838251,82.25352112676056,25.89553416443112,84.91773308957953,51.98043238125296,90.52823315118397,13.721003629477671,88.36989111566987
0.44,97.33312292883068,30.795329020041027,8.055862395455263,83.0558276199804,53.55057598232602,32.886223765188575,86.90019193857965,85.34795644626794,84.70096260059965,92.84583139264089,8.055862395455263,83.0558276199804,25.343222344958182,85.33623910336239,52.20924727789175,90.87199637297869,14.391667981694809,88.81174057124822
0.45,97.33312292883068,30.795329020041027,7.787596654568408,83.3839918946302,53.55057598232602,32.01041502288149,87.45378358392901,85.34795644626794,83.93561622218715,93.13780785862004,7.787596654568408,83.3839918946302,24.735679343537953,85.99681020733652,52.27236862868865,91.35094339622641,15.204355373204987,89.34038188417232
0.46,97.33312292883068,30.795329020041027,7.53511125138078,83.56020942408377,53.55057598232602,31.24506864446899,87.87878787878788,85.34795644626794,83.33596338961654,93.29672410528309,7.53511125138078,83.56020942408377,24.230708537162695,86.51904916965158,52.42228183683131,91.63154726068633,15.811898374625217,89.69543948240492
0.47,97.33312292883068,30.795329020041027,7.251065172794698,84.11316648531012,53.55057598232602,30.432381252958812,88.33290121856365,85.34795644626794,82.68107937509863,93.5394598721252,7.251065172794698,84.11316648531012,23.65472621114092,87.09139426284189,52.619536058071645,91.93282351177088,16.47467255799274,90.08205775603598
0.48,97.33312292883068,30.795329020041027,6.856556730314029,84.81012658227849,53.55057598232602,29.596023354899796,88.66968808317782,85.34795644626794,81.97885434748304,93.79210779595765,6.856556730314029,84.81012658227849,23.16553574246489,87.60217983651226,52.793119772763134,92.28814825885517,17.184787754457947,90.5081268739151
0.49,97.33312292883068,30.795329020041027,6.572510651727947,85.71428571428571,53.55057598232602,28.799116301088844,89.23287671232876,85.34795644626794,81.33186050181475,94.07256499805976,6.572510651727947,85.71428571428571,22.621114091841566,88.2455528426927,52.950923149755404,92.63895097600954,17.855452106675084,90.97364683604229
0.5,97.33312292883068,30.795329020041027,6.327915417389932,86.28428927680798,53.55057598232602,28.199463468518225,89.59149412423055,85.34795644626794,80.66908631844721,94.31729264475743,6.327915417389932,86.28428927680798,22.28183683130819,88.52691218130312,52.89569196780811,92.9892601431981,18.494555783493766,91.30503392772606
0.51,97.33312292883068,30.795329020041027,6.099100520751144,86.67529107373868,53.55057598232602,27.442007258955343,90.08050603795284,85.34795644626794,80.02209247277892,94.54742654308815,6.099100520751144,86.67529107373868,21.74530534953448,89.00580551523947,52.99826416285308,93.2708054190859,19.15732996686129,91.64431118825942
0.52,97.33312292883068,30.795329020041027,5.830834779864289,87.41542625169147,53.55057598232602,26.795013413287045,90.45936395759718,85.34795644626794,79.41454947135868,94.74416294088425,5.830834779864289,87.41542625169147,21.36657724475304,89.43870014771049,53.03771500710115,93.58821779232372,19.764872968281523,91.96780811109358
0.53,97.33312292883068,30.795329020041027,5.594129714375888,88.01128349788435,53.55057598232602,26.077008047972228,90.89258698940999,85.34795644626794,78.75177528799117,94.98046287947099,5.594129714375888,88.01128349788435,20.853716269528167,89.93567915247824,53.108726526747674,93.95335017085128,20.443427489348274,92.34653621587502
