segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.014860620023682714,0.014177799923345447,0.02011738508008419,0.014860620023682714,602626,803330
1,0.006313936676209172,0.0062086498364806175,0.007000669906847178,0.006313936676209172,803330,3211779
2,0.004947313324858745,0.004775499925017357,0.005748509941622615,0.004947313324858745,3211779,3211779
3,0.0049284899762521185,0.004566900199279189,0.007168035069480532,0.0049284899762521185,3211779,3211779
4,0.008698153356090189,0.008092600153759122,0.01060882504098117,0.008698153356090189,3211779,1606147
5,0.004255636657277743,0.004115899791941047,0.005029065278358756,0.004255636657277743,1606147,1606147
6,0.004208849975839257,0.004113500006496906,0.004957730276510119,0.004208849975839257,1606147,1606147
7,0.004125369992107153,0.004000949906185269,0.004922574828378856,0.004125369992107153,1606147,1606147
8,0.0077730599790811535,0.007140250178053975,0.010038474970497188,0.0077730599790811535,1606147,803330
9,0.0045148433651775125,0.004151799716055393,0.005600760155357419,0.0045148433651775125,803330,803330
10,0.00425847670994699,0.004059450002387166,0.00514767502900213,0.00425847670994699,803330,803330
11,0.004531046670551101,0.0040664998814463615,0.006190134957432744,0.004531046670551101,803330,803330
12,0.004390816576778889,0.0041399996262043715,0.0056792197283357364,0.004390816576778889,803330,803330
13,0.004370523306230704,0.0039521497674286366,0.0053916247328743335,0.004370523306230704,803330,803330
14,0.010275806703915199,0.009268100373446941,0.01620642980560659,0.010275806703915199,803330,401922
15,0.005878963368013501,0.005416450090706348,0.007256205123849213,0.005878963368013501,401922,401922
16,0.005988236656412483,0.005562949925661087,0.008071475173346698,0.005988236656412483,401922,401922
17,0.00014722331737478575,0.0001363998744636774,0.00022341522853821505,0.00014722331737478575,401922,8683
18,4.826000270744165e-05,4.464993253350258e-05,7.433507125824687e-05,4.826000270744165e-05,8683,514
