segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.013841586730753383,0.013924750033766031,0.01444016504101455,0.013841586730753381,602625,803329
1,0.006326236653452119,0.006486349971964955,0.00690835490822792,0.006326236653452118,803329,3211778
2,0.0051727033375451965,0.005153549835085869,0.005810185289010406,0.005172703337545196,3211778,3211778
3,0.004422536647568146,0.004383850144222379,0.004874059953726828,0.004422536647568145,3211778,3211778
4,0.007288633364563187,0.007263099774718285,0.008079125150106847,0.007288633364563186,3211778,1606146
5,0.004143739972884457,0.004044999834150076,0.004756919923238455,0.004143739972884456,1606146,1606146
6,0.003989836682255069,0.0039364502299577,0.0043821949511766425,0.0039898366822550685,1606146,1606146
7,0.004012883345906933,0.003966349875554442,0.004463900043629109,0.0040128833459069325,1606146,1606146
8,0.007083396660163999,0.007041600067168474,0.007621734915301203,0.007083396660163998,1606146,803329
9,0.004119743313640356,0.004027449758723378,0.004674945003353059,0.004119743313640355,803329,803329
10,0.004187379963696003,0.004130200017243624,0.0046506799990311265,0.004187379963696002,803329,803329
11,0.004051666660234332,0.00404224987141788,0.004327444802038371,0.004051666660234331,803329,803329
12,0.004114813357591629,0.004052799893543124,0.0046975800767540925,0.004114813357591628,803329,803329
13,0.004071683312455813,0.003987600095570087,0.004628244671039283,0.0040716833124558125,803329,803329
14,0.009010513359680773,0.008931400254368782,0.00987716494128108,0.00901051335968077,803329,401921
15,0.005584036636476716,0.005457049701362848,0.006568885012529789,0.005584036636476715,401921,401921
16,0.005459810032819709,0.00539565016515553,0.006375819840468464,0.005459810032819708,401921,401921
17,0.00013877339661121367,0.0001343002077192068,0.0001745650079101323,0.00013877339661121365,401921,8682
18,4.7406647354364395e-05,4.5900000259280205e-05,5.854514893144367e-05,4.740664735436439e-05,8682,529
