threshold, final_accuracy, after_layer3_block5_rate, after_layer3_block5_accuracy, after_layer3_block10_rate, after_layer3_block10_accuracy, after_layer3_block15_rate, after_layer3_block15_accuracy, after_layer3_block20_rate, after_layer3_block20_accuracy, after_layer4_rate, after_layer4_accuracy, after_layer3_block5_sequential_rate, after_layer3_block5_sequential_accuracy, after_layer3_block10_sequential_rate, after_layer3_block10_sequential_accuracy, after_layer3_block15_sequential_rate, after_layer3_block15_sequential_accuracy, after_layer3_block20_sequential_rate, after_layer3_block20_sequential_accuracy, after_layer4_sequential_rate, after_layer4_sequential_accuracy, final_rate, overall_accuracy
     0.2 ,          91.39,                   100.0 ,            81.09            ,                    100.0 ,             84.84            ,                    100.0 ,             86.26            ,                    100.0 ,             84.76            ,            100.0 ,     92.99            ,                              100.0 ,                       81.09            ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.09
     0.21,          91.39,                   100.0 ,            81.09            ,                     99.98,             84.84696939387878,                    100.0 ,             86.26            ,                    100.0 ,             84.76            ,            100.0 ,     92.99            ,                              100.0 ,                       81.09            ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.09
     0.22,          91.39,                    99.98,            81.10622124424884,                     99.98,             84.84696939387878,                     99.99,             86.26862686268628,                    100.0 ,             84.76            ,            100.0 ,     92.99            ,                               99.98,                       81.10622124424884,                                 0.02,                       50.0              ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.1
     0.23,          91.39,                    99.95,            81.12056028014007,                     99.97,             84.84545363609082,                     99.99,             86.26862686268628,                     99.98,             84.76695339067814,            100.0 ,     92.99            ,                               99.95,                       81.12056028014007,                                 0.05,                       60.0              ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.11
     0.24,          91.39,                    99.89,            81.14926419060967,                     99.95,             84.8624312156078 ,                     99.98,             86.27725545109021,                     99.97,             84.77543262978894,            100.0 ,     92.99            ,                               99.89,                       81.14926419060967,                                 0.11,                       54.54545454545455 ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.12
     0.25,          91.39,                    99.83,            81.18801963337674,                     99.91,             84.89640676608948,                     99.96,             86.29451780712284,                     99.97,             84.77543262978894,            100.0 ,     92.99            ,                               99.83,                       81.18801963337674,                                 0.17,                       47.05882352941177 ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.13
     0.26,          91.39,                    99.77,            81.2167986368648 ,                     99.85,             84.92739108662994,                     99.94,             86.31178707224335,                     99.89,             84.83331664831314,            100.0 ,     92.99            ,                               99.77,                       81.2167986368648 ,                                 0.23,                       43.47826086956522 ,                                 0.0 ,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.0 ,                0.0              ,       0.0 ,            81.13
     0.27,          91.39,                    99.69,            81.27194302337246,                     99.81,             84.96142671075043,                     99.92,             86.30904723779024,                     99.88,             84.83179815778935,            100.0 ,     92.99            ,                               99.69,                       81.27194302337246,                                 0.29,                       48.275862068965516,                                 0.01,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.01,                0.0              ,       0.0 ,            81.16
     0.28,          91.39,                    99.59,            81.32342604679185,                     99.74,             84.99097653900141,                     99.88,             86.33360032038446,                     99.83,             84.85425222878894,            100.0 ,     92.99            ,                               99.59,                       81.32342604679185,                                 0.38,                       50.0              ,                                 0.02,                        0.0              ,                                 0.0 ,                        0.0              ,                         0.01,                0.0              ,       0.0 ,            81.18
     0.29,          91.39,                    99.49,            81.35491004121018,                     99.67,             85.02056787398415,                     99.82,             86.37547585654177,                     99.8 ,             84.85971943887776,            100.0 ,     92.99            ,                               99.49,                       81.35491004121018,                                 0.45,                       55.55555555555556 ,                                 0.04,                       25.0              ,                                 0.0 ,                        0.0              ,                         0.02,                0.0              ,       0.0 ,            81.2
     0.3 ,          91.39,                    99.35,            81.41922496225466,                     99.63,             85.04466526146743,                     99.69,             86.4379576687732 ,                     99.76,             84.86367281475542,            100.0 ,     92.99            ,                               99.35,                       81.41922496225466,                                 0.59,                       54.23728813559322 ,                                 0.04,                       25.0              ,                                 0.0 ,                        0.0              ,                         0.02,                0.0              ,       0.0 ,            81.22
     0.31,          91.39,                    99.18,            81.51845130066546,                     99.49,             85.13418434013468,                     99.61,             86.49733962453568,                     99.71,             84.8961989770334 ,             99.99,     92.999299929993  ,                               99.18,                       81.51845130066546,                                 0.73,                       53.42465753424658 ,                                 0.07,                       28.571428571428573,                                 0.0 ,                        0.0              ,                         0.02,                0.0              ,       0.0 ,            81.26
     0.32,          91.39,                    98.94,            81.62522741055184,                     99.34,             85.26273404469498,                     99.58,             86.52339827274552,                     99.69,             84.90319991975123,             99.98,     93.00860172034407,                               98.94,                       81.62522741055184,                                 0.92,                       54.34782608695652 ,                                 0.11,                       36.36363636363637 ,                                 0.0 ,                        0.0              ,                         0.03,                0.0              ,       0.0 ,            81.3
     0.33,          91.39,                    98.8 ,            81.69028340080972,                     99.22,             85.32553920580528,                     99.51,             86.56416440558738,                     99.6 ,             84.95983935742971,             99.97,     93.00790237071121,                               98.8 ,                       81.69028340080972,                                 1.03,                       51.45631067961165 ,                                 0.11,                       27.272727272727273,                                 0.02,                       50.0              ,                         0.04,                0.0              ,       0.0 ,            81.28
     0.34,          91.39,                    98.51,            81.85970967414475,                     99.09,             85.43748107780806,                     99.43,             86.62375540581313,                     99.45,             85.03770739064856,             99.97,     93.00790237071121,                               98.51,                       81.85970967414475,                                 1.23,                       54.47154471544715 ,                                 0.2 ,                       35.0              ,                                 0.02,                       50.0              ,                         0.04,                0.0              ,       0.0 ,            81.39
     0.35,          91.39,                    98.29,            81.9310204496897 ,                     98.84,             85.53217320922704,                     99.31,             86.6982177021448 ,                     99.36,             85.07447665056361,             99.97,     93.00790237071121,                               98.29,                       81.9310204496897 ,                                 1.39,                       52.51798561151079 ,                                 0.26,                       38.46153846153846 ,                                 0.02,                       50.0              ,                         0.04,                0.0              ,       0.0 ,            81.37
     0.36,          91.39,                    97.93,            82.11988154804452,                     98.65,             85.64622402432843,                     99.14,             86.77627597337099,                     99.17,             85.19713623071493,             99.96,     93.0172068827531 ,                               97.93,                       82.11988154804452,                                 1.69,                       50.29585798816568 ,                                 0.3 ,                       36.666666666666664,                                 0.02,                      100.0              ,                         0.06,               33.333333333333336,       0.0 ,            81.42
     0.37,          91.39,                    97.62,            82.2679778733866 ,                     98.36,             85.79707198047987,                     98.94,             86.84050939963615,                     99.05,             85.27006562342251,             99.95,     93.02651325662832,                               97.62,                       82.2679778733866 ,                                 1.88,                       52.12765957446808 ,                                 0.39,                       38.46153846153846 ,                                 0.04,                       75.0              ,                         0.07,               42.857142857142854,       0.0 ,            81.5
     0.38,          91.39,                    97.13,            82.52856995778853,                     98.1 ,             85.92252803261978,                     98.69,             86.95916506231634,                     98.88,             85.3661003236246 ,             99.93,     93.03512458721104,                               97.13,                       82.52856995778853,                                 2.23,                       54.26008968609865 ,                                 0.47,                       38.297872340425535,                                 0.08,                       75.0              ,                         0.09,               44.44444444444444 ,       0.0 ,            81.65
     0.39,          91.39,                    96.68,            82.75755068266446,                     97.74,             86.12645794966237,                     98.52,             87.0584652862363 ,                     98.78,             85.38165620570966,             99.92,     93.04443554843876,                               96.68,                       82.75755068266446,                                 2.54,                       55.90551181102362 ,                                 0.57,                       38.59649122807018 ,                                 0.11,                       72.72727272727273 ,                         0.1 ,               50.0              ,       0.0 ,            81.78
     0.4 ,          91.39,                    96.17,            82.9572631797858 ,                     97.49,             86.23448558826546,                     98.22,             87.20219914477703,                     98.58,             85.49401501318727,             99.92,     93.04443554843876,                               96.17,                       82.9572631797858 ,                                 2.96,                       56.41891891891892 ,                                 0.64,                       40.625            ,                                 0.12,                       83.33333333333333 ,                         0.11,               45.45454545454545 ,       0.0 ,            81.86
     0.41,          91.39,                    95.63,            83.24793474850988,                     97.14,             86.45254272184476,                     97.93,             87.36852854079444,                     98.35,             85.65327910523641,             99.91,     93.05374837353618,                               95.63,                       83.24793474850988,                                 3.29,                       58.358662613981764,                                 0.76,                       43.421052631578945,                                 0.18,                       77.77777777777777 ,                         0.14,               50.0              ,       0.0 ,            82.07
     0.42,          91.39,                    95.26,            83.44530757925678,                     96.81,             86.62328271872741,                     97.58,             87.55892600942816,                     98.14,             85.75504381495823,             99.87,     93.08100530689897,                               95.26,                       83.44530757925678,                                 3.44,                       58.43023255813954 ,                                 0.86,                       48.83720930232558 ,                                 0.24,                       70.83333333333333 ,                         0.2 ,               55.0              ,       0.0 ,            82.2
     0.43,          91.39,                    94.7 ,            83.75923970432946,                     96.42,             86.79734494918067,                     97.25,             87.75321336760925,                     97.83,             85.87345395073086,             99.84,     93.09895833333333,                               94.7 ,                       83.75923970432946,                                 3.71,                       57.681940700808624,                                 1.0 ,                       54.0              ,                                 0.31,                       70.96774193548387 ,                         0.28,               53.57142857142857 ,       0.0 ,            82.37
     0.44,          91.39,                    94.04,            84.05997447894514,                     96.0 ,             87.07291666666667,                     96.95,             87.95255286230015,                     97.51,             86.02194646702903,             99.8 ,     93.12625250501002,                               94.04,                       84.05997447894514,                                 4.07,                       59.45945945945946 ,                                 1.14,                       52.63157894736842 ,                                 0.39,                       71.7948717948718  ,                         0.36,               58.333333333333336,       0.0 ,            82.56
     0.45,          91.39,                    93.44,            84.36429794520548,                     95.58,             87.21489851433354,                     96.6 ,             88.15734989648033,                     97.2 ,             86.18312757201646,             99.74,     93.17224784439543,                               93.44,                       84.36429794520548,                                 4.39,                       58.99772209567198 ,                                 1.34,                       53.73134328358209 ,                                 0.38,                       71.05263157894737 ,                         0.45,               60.0              ,       0.0 ,            82.68
     0.46,          91.39,                    92.75,            84.63611859838275,                     95.11,             87.43560088318789,                     96.19,             88.35637800187129,                     96.86,             86.37208341936817,             99.68,     93.19823434991974,                               92.75,                       84.63611859838275,                                 4.79,                       60.54279749478079 ,                                 1.52,                       55.26315789473684 ,                                 0.42,                       66.66666666666667 ,                         0.51,               62.745098039215684,       0.01,            82.84
     0.47,          91.39,                    92.14,            84.91426090731495,                     94.64,             87.60566356720203,                     95.78,             88.51534767174776,                     96.56,             86.4850869925435 ,             99.65,     93.21625689914701,                               92.14,                       84.91426090731495,                                 5.08,                       59.05511811023622 ,                                 1.65,                       56.96969696969697 ,                                 0.48,                       62.5              ,                         0.62,               66.12903225806451 ,       0.03,            82.9
     0.48,          91.39,                    91.48,            85.16615653694797,                     94.13,             87.77222989482631,                     95.31,             88.74199979015843,                     96.15,             86.64586583463338,             99.58,     93.25165695922875,                               91.48,                       85.16615653694797,                                 5.4 ,                       59.629629629629626,                                 1.81,                       57.4585635359116  ,                                 0.54,                       61.111111111111114,                         0.72,               69.44444444444444 ,       0.05,            83.02
     0.49,          91.39,                    90.63,            85.45735407701645,                     93.65,             87.99786438868126,                     94.76,             89.00379907133812,                     95.77,             86.81215411924403,             99.49,     93.31591114684893,                               90.63,                       85.45735407701645,                                 5.91,                       62.43654822335025 ,                                 1.92,                       58.333333333333336,                                 0.62,                       56.45161290322581 ,                         0.86,               72.09302325581395 ,       0.06,            83.26
     0.5 ,          91.39,                    89.7 ,            85.78595317725753,                     93.01,             88.35609074293087,                     94.21,             89.27926971659059,                     95.33,             86.99255218713941,             99.39,     93.37961565549854,                               89.7 ,                       85.78595317725753,                                 6.44,                       63.66459627329193 ,                                 2.04,                       59.80392156862745 ,                                 0.69,                       56.52173913043478 ,                         1.05,               73.33333333333333 ,       0.08,            83.46
     0.51,          91.39,                    88.84,            86.17739756866277,                     92.41,             88.6051293150092 ,                     93.56,             89.5788798631894 ,                     94.83,             87.1875988611199 ,             99.23,     93.46971681951023,                               88.84,                       86.17739756866277,                                 6.85,                       65.69343065693431 ,                                 2.23,                       58.29596412556054 ,                                 0.85,                       54.11764705882353 ,                         1.15,               73.04347826086956 ,       0.08,            83.69
     0.52,          91.39,                    88.04,            86.57428441617446,                     91.84,             88.81750871080139,                     92.95,             89.8547606239914 ,                     94.35,             87.37678855325915,             99.09,     93.54122514885458,                               88.04,                       86.57428441617446,                                 7.31,                       67.03146374829001 ,                                 2.37,                       59.91561181434599 ,                                 0.91,                       54.94505494505494 ,                         1.28,               74.21875          ,       0.09,            84.03
     0.53,          91.39,                    87.33,            86.84300927516317,                     91.22,             89.1690418767814 ,                     92.39,             90.06385972507847,                     93.81,             87.65590022385673,             99.01,     93.57640642359358,                               87.33,                       86.84300927516317,                                 7.62,                       68.24146981627297 ,                                 2.5 ,                       60.0              ,                                 0.99,                       56.56565656565657 ,                         1.46,               73.28767123287672 ,       0.1 ,            84.21
     0.54,          91.39,                    86.58,            87.22568722568722,                     90.56,             89.4213780918728 ,                     91.85,             90.2449646162221 ,                     93.29,             87.8765140958302 ,             98.84,     93.69688385269122,                               86.58,                       87.22568722568722,                                 7.85,                       69.55414012738854 ,                                 2.74,                       60.583941605839414,                                 1.07,                       55.14018691588785 ,                         1.62,               72.22222222222223 ,       0.14,            84.44
     0.55,          91.39,                    85.73,            87.51895485827599,                     89.86,             89.72846650344981,                     91.18,             90.45843386707611,                     92.8 ,             88.04956896551724,             98.65,     93.79624936644703,                               85.73,                       87.51895485827599,                                 8.22,                       72.14111922141119 ,                                 2.81,                       61.20996441281139 ,                                 1.18,                       55.08474576271186 ,                         1.86,               74.19354838709677 ,       0.2 ,            84.78
     0.56,          91.39,                    84.98,            87.80889621087314,                     89.21,             90.02353996188768,                     90.58,             90.6933097814087 ,                     92.25,             88.32520325203252,             98.5 ,     93.84771573604061,                               84.98,                       87.80889621087314,                                 8.58,                       73.1934731934732  ,                                 2.82,                       63.47517730496454 ,                                 1.28,                       54.6875           ,                         2.08,               75.96153846153847 ,       0.26,            85.07
     0.57,          91.39,                    84.32,            88.04554079696395,                     88.73,             90.20624366054322,                     90.0 ,             90.9888888888889 ,                     91.88,             88.47409664780147,             98.4 ,     93.89227642276423,                               84.32,                       88.04554079696395,                                 8.78,                       74.14578587699317 ,                                 2.87,                       63.76306620209059 ,                                 1.41,                       58.156028368794324,                         2.34,               76.4957264957265  ,       0.28,            85.3
     0.58,          91.39,                    83.47,            88.36707799209297,                     88.14,             90.41297935103245,                     89.42,             91.24356967121449,                     91.42,             88.65674907022533,             98.31,     93.9273725968874 ,                               83.47,                       88.36707799209297,                                 9.05,                       74.25414364640883 ,                                 3.08,                       66.23376623376623 ,                                 1.49,                       59.060402684563755,                         2.58,               76.74418604651163 ,       0.33,            85.49
     0.59,          91.39,                    82.7 ,            88.64570737605804,                     87.6 ,             90.662100456621  ,                     88.83,             91.4781042440617 ,                     90.95,             88.85101704233095,             98.18,     93.98044408229782,                               82.7 ,                       88.64570737605804,                                 9.35,                       74.75935828877006 ,                                 3.22,                       67.0807453416149  ,                                 1.56,                       62.82051282051282 ,                         2.79,               77.77777777777777 ,       0.38,            85.73
     0.6 ,          91.39,                    81.89,            88.96080107461229,                     86.96,             90.86936522539098,                     88.3 ,             91.69875424688561,                     90.46,             89.10015476453681,             98.07,     94.00428265524626,                               81.89,                       88.96080107461229,                                 9.59,                       74.97393117831074 ,                                 3.37,                       68.5459940652819  ,                                 1.72,                       66.27906976744185 ,                         3.0 ,               77.66666666666667 ,       0.43,            85.96
     0.61,          91.39,                    81.11,            89.1751941807422 ,                     86.26,             91.14305587757941,                     87.76,             91.90975387420237,                     89.9 ,             89.26585094549499,             97.95,     94.03777437468096,                               81.11,                       89.1751941807422 ,                                 9.83,                       76.19532044760936 ,                                 3.51,                       68.66096866096866 ,                                 1.89,                       66.13756613756614 ,                         3.2 ,               77.5              ,       0.46,            86.12
