algorithm,step,current_obj,best_obj,evaluations,elapsed_s,final_obj
Random,0,-44.421113050084415,-44.421113050084415,1,0.0003674000035971403,
Random,1,-2.1538375090748447,-2.1538375090748447,2,0.0006361999548971653,
Random,2,-41.58986011942021,-2.1538375090748447,3,0.0008970999624580145,
Random,3,-50.68022843309589,-2.1538375090748447,4,0.001143899979069829,
Random,4,-21.552201942322647,-2.1538375090748447,5,0.0013772000093013048,
Random,5,-121.02171965803561,-2.1538375090748447,6,0.0016090997960418463,
Random,6,-45.532087871079675,-2.1538375090748447,7,0.0018436999525874853,
Random,7,-50.911638726022765,-2.1538375090748447,8,0.0022310998756438494,
Random,8,-58.882299130513964,-2.1538375090748447,9,0.00252470001578331,
Random,9,-106.60071052769474,-2.1538375090748447,10,0.0027876999229192734,
Random,10,-19.182769907433595,-2.1538375090748447,11,0.003034799825400114,
Random,11,-46.77545921133144,-2.1538375090748447,12,0.003285099985077977,
Random,12,-142.57726678739084,-2.1538375090748447,13,0.0035430998541414738,
Random,13,-94.22929558907201,-2.1538375090748447,14,0.0037914998829364777,
Random,14,-94.92751721262549,-2.1538375090748447,15,0.004044499946758151,
Random,15,-142.41886203186021,-2.1538375090748447,16,0.004298199899494648,
Random,16,-33.21690421019906,-2.1538375090748447,17,0.004575199913233519,
Random,17,-8.668530034049203,-2.1538375090748447,18,0.004824299830943346,
Random,18,-104.17618328035581,-2.1538375090748447,19,0.005046499893069267,
Random,19,-107.08323211571094,-2.1538375090748447,20,0.005266699939966202,
Random,20,-142.20290309749828,-2.1538375090748447,21,0.005486699985340238,
Random,21,-43.39719185170477,-2.1538375090748447,22,0.005706799915060401,
Random,22,-45.15110320332965,-2.1538375090748447,23,0.005927899852395058,
Random,23,-110.68133974552008,-2.1538375090748447,24,0.006147099891677499,
Random,24,-10.89408494068142,-2.1538375090748447,25,0.006365499924868345,
Random,25,-44.74872738167456,-2.1538375090748447,26,0.006586199859157205,
Random,26,-31.220992121983116,-2.1538375090748447,27,0.0068164998665452,
Random,27,-98.82029510246075,-2.1538375090748447,28,0.0070397998206317425,
Random,28,-98.91826963574556,-2.1538375090748447,29,0.00725799985229969,
Random,29,-58.935561849446415,-2.1538375090748447,30,0.0074773000087589025,
Random,30,-21.670946320459887,-2.1538375090748447,31,0.007694799918681383,
Random,31,-62.56354528521578,-2.1538375090748447,32,0.007912399945780635,
Random,32,-50.38600983779403,-2.1538375090748447,33,0.00812939996831119,
Random,33,-102.89528477761239,-2.1538375090748447,34,0.008346899878233671,
Random,34,-98.92733389671936,-2.1538375090748447,35,0.00856949994340539,
Random,35,-67.5677447924829,-2.1538375090748447,36,0.008801199961453676,
Random,36,0.8073850372216389,0.8073850372216389,37,0.00902539980597794,
Random,37,-94.8109799470252,0.8073850372216389,38,0.009245199849829078,
Random,38,-50.411063567956795,0.8073850372216389,39,0.009463499998673797,
Random,39,-141.9534701924642,0.8073850372216389,40,0.00968059990555048,
Random,40,-40.61509307238042,0.8073850372216389,41,0.009898699820041656,
Random,41,-31.903568529608965,0.8073850372216389,42,0.010116299847140908,
Random,42,-26.41736188097046,0.8073850372216389,43,0.01033389987424016,
Random,43,-25.850380941545943,0.8073850372216389,44,0.010559699963778257,
Random,44,-43.1343251212808,0.8073850372216389,45,0.010780999902635813,
Random,45,-99.64930126478171,0.8073850372216389,46,0.011000599944964051,
Random,46,-98.9829628646871,0.8073850372216389,47,0.01121829985640943,
Random,47,-50.48415343946774,0.8073850372216389,48,0.011436099885031581,
Random,48,-61.40239445477816,0.8073850372216389,49,0.011653399793431163,
Random,49,-94.12795210487533,0.8073850372216389,50,0.011876399861648679,
Random,50,-103.44180945731341,0.8073850372216389,51,0.012097699800506234,
Random,51,-98.55686759487283,0.8073850372216389,52,0.01231639995239675,
Random,52,-42.02944014467279,0.8073850372216389,53,0.012539999792352319,
Random,53,-20.73998301375114,0.8073850372216389,54,0.012761599849909544,
Random,54,-21.808751815379214,0.8073850372216389,55,0.01297999988310039,
Random,55,-53.79232378841371,0.8073850372216389,56,0.01319799991324544,
Random,56,1.0068976625130184,1.0068976625130184,57,0.01341879996471107,
Random,57,-61.816511074790185,1.0068976625130184,58,0.013636699877679348,
Random,58,-40.05581261715924,1.0068976625130184,59,0.013853400014340878,
Random,59,0.7751356473472025,1.0068976625130184,60,0.014071399811655283,
Random,60,-24.05740009238892,1.0068976625130184,61,0.014289299957454205,
Random,61,-99.6621598825932,1.0068976625130184,62,0.014506199862807989,
Random,62,-98.8556193129346,1.0068976625130184,63,0.0147340998519212,
Random,63,-111.14418760943535,1.0068976625130184,64,0.014951999997720122,
Random,64,-108.97107029718381,1.0068976625130184,65,0.015169499907642603,
