algorithm,curve_role,final_utility,best_utility,final_step,final_episode,evaluations,elapsed_s
PPO,cached_solution,1.1532632963949938,1.1532632963949938,0,0.0,1.0,0.0
Random,baseline,1.0068976625130184,1.0068976625130184,199,,200.0,0.047934799920767546
Greedy,baseline,1.1531729951451906,1.1531729951451906,4,,338689.0,72.73747249995358
BF,baseline,1.1531729951451906,1.1531729951451906,2,,338689.0,72.2191470998805
