user_id,device_compute,d2e_transmission,edge_compute,e2c_transmission,cloud_compute,total_s
0,0.10779562189242044,0.0,0.0,0.0,0.0,0.10779562189242044
1,0.022822401064679584,0.0,0.0,0.0,0.0,0.022822401064679584
