kind,exit_id,mean_rate,min_rate,max_rate,user_0_rate,user_1_rate
exit_point,after_layer2,0.3420004983246327,0.20570000410079958,0.4783009925484658,0.4783009925484658,0.20570000410079958
exit_point,after_layer3,0.48413093651879896,0.43068757486638476,0.5375742981712132,0.43068757486638476,0.5375742981712132
exit_point,final,0.17386856515656834,0.09101143258514945,0.25672569772798726,0.09101143258514945,0.25672569772798726
aggregate,early_exit_total,0.8261314348434317,0.7432743022720127,0.9089885674148506,0.9089885674148506,0.7432743022720127
