segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.0022663514314141746,0.0024936819972936064,0.002884279197314754,0.0022663514314141746,602625,803329
1,0.0027771255302165327,0.0027035434904973954,0.0033714921970386057,0.0027771255302165327,803329,3211778
2,0.0023589308315422387,0.0022644760028924793,0.002957507337850984,0.0023589308315422387,3211778,3211778
3,0.0023327148005288715,0.002253995495266281,0.0029520993499318137,0.0023327148005288715,3211778,3211778
4,0.0033576891369496782,0.0033083760063163936,0.003982003589044325,0.0033576891369496782,3211778,1606146
5,0.001922377336692686,0.001904163000290282,0.0022283741986029782,0.001922377336692686,1606146,1606146
6,0.001923884599818848,0.0018960020097438246,0.0022329203449771738,0.001923884599818848,1606146,1606146
7,0.0018970520992297678,0.0018923224997706711,0.002208567345223855,0.0018970520992297678,1606146,1606146
8,0.0030435313305739935,0.0030916980031179264,0.0033693210236378944,0.0030435313305739935,1606146,803329
9,0.0019449454664330309,0.001985828494071029,0.0021354041891754605,0.0019449454664330309,803329,803329
10,0.001933275796667052,0.0019709479965968058,0.002145839396689553,0.001933275796667052,803329,803329
11,0.001929904999754702,0.001980468994588591,0.002120080537861213,0.001929904999754702,803329,803329
12,0.0019265098992036656,0.0019661639962578192,0.0021273834063322283,0.0019265098992036656,803329,803329
13,0.0019206780969398096,0.0019502599898260087,0.0021164352059713566,0.0019206780969398096,803329,803329
14,0.0039723007338276755,0.004031499003758654,0.004492408013902605,0.0039723007338276755,803329,401921
15,0.0027912612694005173,0.0027960100123891607,0.0032034466057666577,0.0027912612694005173,401921,401921
16,0.0028171564685180784,0.002823290997184813,0.003248741998686455,0.0028171564685180784,401921,401921
17,0.00030088157024389753,0.00029850400460418314,0.0003521983613609336,0.00030088157024389753,401921,8682
18,0.0002799680349805082,0.0002853674959624186,0.000322622962994501,0.0002799680349805082,8682,529
