segment_id,raw_latency_mean_s,raw_latency_median_s,raw_latency_p95_s,calibrated_latency_s,input_bytes,output_bytes
0,0.0031234233330906134,0.0029913500002294313,0.0037981949979439375,0.003123423333090613,602625,605692
1,0.03189014666677394,0.031802699999389006,0.03360444000045391,0.031890146666773936,605692,605692
2,0.03186690000014399,0.031534199999441626,0.0340388399999938,0.031866900000143986,605692,605692
3,0.031998130000162446,0.03170030000001134,0.0340123300002233,0.03199813000016244,605692,605692
4,0.03172631666736076,0.0315343500005838,0.03393212000119092,0.031726316667360754,605692,605692
5,0.03233880000007048,0.03186975000062375,0.03469226500019431,0.03233880000007047,605692,605692
6,0.0326870766664797,0.03254095000011148,0.03545109999922715,0.03268707666647969,605692,605692
7,0.03298407333350042,0.03270605000034266,0.035980234999442466,0.03298407333350041,605692,605692
8,0.03413169333349894,0.0324580500000593,0.03664290500073548,0.034131693333498934,605692,605692
9,0.032870856666219576,0.03260219999901892,0.03473669499762764,0.03287085666621957,605692,605692
10,0.032815943333359125,0.032528399999137037,0.035483045002001744,0.03281594333335912,605692,605692
11,0.03300394666657667,0.032806799999889336,0.0358293049992426,0.03300394666657666,605692,605692
12,0.03250511000054151,0.03213710000090941,0.03553140500243898,0.0325051100005415,605692,605692
13,0.00021008666626585182,0.00019389999943086877,0.00027289499757898733,0.0002100866662658518,605692,605687
14,7.410999981705875e-05,6.399999801942613e-05,9.566499884385845e-05,7.410999981705874e-05,605687,529
