stage,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc
final,29,0.8051385027385991,77.09803315429498,1.2451496366500854,69.12,72.28
final,30,0.76739552627092,78.12434792689054,1.0653066266536713,72.82,72.82
final,31,0.745891851648545,78.63054986668728,2.9334455569148066,70.42,72.82
final,32,0.7167961612980048,79.28668031995053,1.274736986732483,72.4,72.82
final,33,0.6987087384719072,79.92194443371073,1.4719089538156986,67.88,72.82
final,34,0.7081562048408918,79.6537733297268,1.107559170627594,72.56,72.82
final,35,0.6881056670842425,80.14761003129951,1.1210849707603454,73.42,73.42
final,36,0.6647339410739297,80.83619923490089,1.1228376358509065,72.76,73.42
final,37,0.6670391611869767,80.72104795393949,1.1067964634656906,73.24,73.42
final,38,0.6574119163126558,80.90807218207813,1.0837729579925537,73.4,73.42
final,39,0.6311693317006934,81.67626260674679,1.106546655767411,73.18,73.42
final,40,0.6448060356823028,81.23265968545925,13.740819413602352,69.36,73.42
final,41,0.6065464715813185,82.36407898295916,1.0803162394285202,73.5,73.5
final,42,0.6016765153483135,82.58742609838093,2.9054529187440874,72.98,73.5
final,43,0.5931518922131629,82.84555044630781,1.63779814671278,73.02,73.5
final,44,0.6146484078766367,82.2033308860466,1.2991677942752837,72.96,73.5
final,45,0.5557397652809686,83.76057807488698,1.6397719088435172,72.3,73.5
final,46,0.559953692938105,83.85022605201128,1.2475991565704345,73.38,73.5
final,47,0.5524895826499508,83.86336411762433,1.316988181141019,71.1,73.5
final,48,0.5483467845479323,84.10912322732717,1.1490777290344238,73.22,73.5
final,49,0.5198874341793898,84.8997256462769,1.568100425350666,72.04,73.5
final,50,0.5230821918812909,84.83248966343368,1.547390572309494,72.56,73.5
final,51,0.5103372626273487,85.17794350631786,1.1937007676362992,72.94,73.5
final,52,0.5331776412733141,84.47930754665946,1.8583708231151104,71.14,73.5
final,53,0.5152253791247081,85.04579002279841,2.262824098031223,72.58,73.5
final,54,0.5519758108748946,83.9135978979095,3.3541146242797373,71.6,73.5
final,55,0.5088349853745245,85.16712392287182,1.2106881948083639,73.12,73.5
final,56,0.48222555392349264,86.01491556860775,2.538597547189146,73.02,73.5
final,57,0.47105612909482,86.40442057266509,1.1715744065277278,73.14,73.5
final,58,0.4696784904962751,86.29390625603772,1.3347978893995285,73.0,73.5
final,59,0.46519146218491125,86.39514664399707,1.6673304960250854,72.5,73.5
final,60,0.4514946877652367,86.91216816723984,1.2877669525399804,73.24,73.5
final,61,0.44625938286934796,87.11774025271455,1.2858513912200928,73.98,73.98
final,62,0.44912152924969373,87.02809227559025,1.2454792809814215,73.78,73.98
final,63,0.4514764951645736,86.95312801885699,1.4487981949090958,73.1,73.98
final,64,0.459328087165084,86.66177209320298,1.4303102165699004,72.82,73.98
final,65,0.4566429997795014,86.75760268943931,1.613492795574665,72.64,73.98
final,66,0.434502787319216,87.36504501719541,2.8477467813253403,72.98,73.98
final,67,0.41865448614393774,87.92611770161135,1.6641564827680588,72.62,73.98
final,68,0.42609941597133005,87.69349665752154,1.7218550638511776,72.96,73.98
final,69,0.42711055474919024,87.54047683449902,1.442671124625206,72.2,73.98
final,70,0.4615950957166941,86.68727539704007,1.8117279765958898,72.0,73.98
final,71,0.4389908484562669,87.38282004714247,1.3541198552223854,73.26,73.98
final,72,0.41998882335066734,87.88979481432823,1.3866241674734512,73.86,73.98
final,73,0.4139907021008262,88.08222883418988,1.4611472133456729,73.28,73.98
final,74,0.40502452220265495,88.3457629738398,1.3010277458882191,72.7,73.98
final,75,0.4057098632263453,88.39522392673597,1.6473679216897115,73.14,73.98
final,76,0.4056509520812318,88.35271842034082,1.475628556907177,73.4,73.98
final,77,0.41409775319260284,88.07759186985587,1.7217751461535693,70.52,73.98
final,78,0.4034327044107063,88.28084547316357,1.440945563972555,72.54,73.98
final,79,0.4031538514390952,88.34189883689479,1.4681024632571615,72.6,73.98
final,80,0.3988079979988692,88.41995440318405,1.3231023656368255,72.3,73.98
final,81,0.3985775624159347,88.5783840179296,1.6604774279996752,70.76,73.98
final,82,0.38455682536209607,88.91456393214575,1.3482637932494284,72.78,73.98
final,83,0.3922374293797167,88.65025696510685,1.538420752554387,72.7,73.98
final,84,0.36939553715833634,89.33961899609722,1.7736302274936462,73.12,73.98
final,85,0.37038973142256937,89.34039182348623,1.751375374551583,72.96,73.98
final,86,0.3708598518955214,89.3628038177673,1.4904453078018502,73.44,73.98
final,87,0.38304288335453435,88.98952818887902,1.3642184130730108,73.06,73.98
final,88,0.37652028631337614,89.17577958962866,1.3928163469038903,73.48,73.98
final,89,0.3692637898225109,89.40994628849647,1.7731884192854166,73.62,73.98
final,90,0.35591352672148324,89.7955871556088,1.3893477444939315,72.74,73.98
final,91,0.3633031044082952,89.61938251091618,1.585600389616564,72.68,73.98
final,92,0.35746737511777366,89.75076316704664,1.4208557413220406,73.86,73.98
final,93,0.35190044177882596,89.94937980602033,1.465047323410213,73.58,73.98
final,94,0.3510348697488821,90.01816144364156,1.4465156172268092,72.6,73.98
final,95,0.34741901510582857,90.05757564048069,1.3548535430209712,72.86,73.98
final,96,0.34673315109588976,90.03207233664361,1.6155937260091304,73.42,73.98
final,97,0.34548537165687737,90.06684956914873,1.4386338525339961,72.74,73.98
final,98,0.3457471323613751,90.1170833494339,1.4017990334449395,73.22,73.98
final,99,0.3431817826667724,90.15649754627304,1.3596147442877293,72.48,73.98
final,100,0.33035871992478244,90.51740793693729,1.4940182806417346,73.8,73.98
