stage,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,batch_size,accumulation
after_block3,1,1.7793249484592013,40.04666666666667,1.4728732421875,50.62,50.62,128,1
after_block3,2,1.453127545568678,49.75555555555555,1.253282388305664,56.68,56.68,128,1
after_block3,3,1.3251096405241225,54.068888888888885,1.1505490371704101,60.72,60.72,128,1
after_block3,4,1.2661864135106404,55.86666666666667,1.1185655662536622,61.4,61.4,128,1
after_block3,5,1.2289352558983697,57.37111111111111,1.0765821395874025,63.34,63.34,128,1
after_block3,6,1.2068219946967231,58.14,1.0433257583618165,64.04,64.04,128,1
after_block3,7,1.187541686990526,58.82888888888889,1.0236130569458008,65.34,65.34,128,1
after_block3,8,1.1675881597306994,59.495555555555555,1.0198547210693358,65.56,65.56,128,1
after_block3,9,1.157978075144026,59.81333333333333,0.9851980361938476,66.88,66.88,128,1
after_block3,10,1.149591011534797,59.84222222222222,0.9873931709289551,65.76,66.88,128,1
after_block3,11,1.1384363924662273,60.53777777777778,0.9648622680664063,67.28,67.28,128,1
after_block3,12,1.129352368121677,60.855555555555554,0.960182063293457,67.54,67.54,128,1
after_block3,13,1.1232081143273247,60.88,0.9532037231445313,67.82,67.82,128,1
after_block3,14,1.1147777247111004,61.266666666666666,0.9502940902709961,67.66,67.82,128,1
after_block3,15,1.1130755310906304,61.675555555555555,0.9453003982543945,68.04,68.04,128,1
after_block3,16,1.1137914600372314,61.388888888888886,0.9408559692382813,68.14,68.14,128,1
after_block3,17,1.1073043231116402,61.67111111111111,0.9409058769226074,68.14,68.14,128,1
after_block3,18,1.1066574131435818,61.71333333333333,0.9411202537536622,68.06,68.14,128,1
after_block3,19,1.1070272498024833,61.66888888888889,0.9389232635498047,68.28,68.28,128,1
after_block3,20,1.1100616277376811,61.81777777777778,0.9384155303955078,68.36,68.36,128,1
after_block6,1,1.1791185882250468,63.64888888888889,0.6897351516723633,78.18,78.18,128,1
after_block6,2,0.7607970739046732,74.32,0.49852192153930663,83.18,83.18,128,1
after_block6,3,0.6571742659886678,77.24222222222222,0.43167862510681154,85.66,85.66,128,1
after_block6,4,0.6190581355624729,78.49777777777778,0.40444312934875487,86.52,86.52,128,1
after_block6,5,0.5878256436983744,79.50444444444445,0.38752393951416014,87.04,87.04,128,1
after_block6,6,0.5803575455665588,79.79777777777778,0.3764224910736084,87.04,87.04,128,1
after_block6,7,0.5667731526268853,80.1,0.36092830200195314,87.82,87.82,128,1
after_block6,8,0.5564125787470076,80.70444444444445,0.370214243888855,87.08,87.82,128,1
after_block6,9,0.5502921917597453,80.70666666666666,0.3456534881591797,88.22,88.22,128,1
after_block6,10,0.5474350427733528,80.89333333333333,0.340641508102417,88.42,88.42,128,1
after_block6,11,0.5345771819114685,81.29333333333334,0.34294420776367185,88.0,88.42,128,1
after_block6,12,0.5277271720250447,81.64888888888889,0.33662022533416747,88.44,88.44,128,1
after_block6,13,0.5272763304392497,81.65777777777778,0.33679002914428713,88.2,88.44,128,1
after_block6,14,0.5241366420110066,81.78888888888889,0.331297784614563,88.44,88.44,128,1
after_block6,15,0.5190957681020101,81.71777777777778,0.3305252981185913,88.56,88.56,128,1
after_block6,16,0.5192094333171845,81.86444444444444,0.3268685411453247,88.96,88.96,128,1
after_block6,17,0.5187682684580485,81.98,0.32793047161102296,88.82,88.96,128,1
after_block6,18,0.5117882490317027,82.17777777777778,0.32448615016937254,88.94,88.96,128,1
after_block6,19,0.5177726907836067,82.08,0.3239807041168213,88.94,88.96,128,1
after_block6,20,0.5171279153823852,82.02666666666667,0.3241293727874756,88.88,88.96,128,1
after_block9,1,0.7723163598855336,79.88888888888889,0.27186526679992673,92.92,92.92,128,1
after_block9,2,0.3802031623416477,87.75333333333333,0.15917589464187623,94.9,94.9,128,1
after_block9,3,0.3173093457169003,89.25777777777778,0.12627558841705322,95.94,95.94,128,1
after_block9,4,0.2974030138572057,89.94222222222223,0.11683012104034424,96.12,96.12,128,1
after_block9,5,0.2802744723637899,90.39777777777778,0.11445764150619507,96.04,96.12,128,1
after_block9,6,0.2808483699851566,90.35111111111111,0.10381472432613373,96.46,96.46,128,1
after_block9,7,0.27897263175646464,90.42,0.10053753154277802,96.62,96.62,128,1
after_block9,8,0.2723750151104397,90.78,0.09987542285919189,96.8,96.8,128,1
after_block9,9,0.26776703171994953,90.88,0.09592210941314697,96.82,96.82,128,1
after_block9,10,0.2682220612499449,90.85333333333334,0.09338095061779023,96.86,96.86,128,1
after_block9,11,0.2581996701770359,91.15555555555555,0.09320197887420655,96.8,96.86,128,1
after_block9,12,0.2545139183892144,91.26444444444445,0.09186357038021088,96.94,96.94,128,1
after_block9,13,0.2572371521843804,91.27333333333333,0.09469130325317383,96.72,96.94,128,1
after_block9,14,0.25279570174747046,91.41555555555556,0.09315311510562897,96.92,96.94,128,1
after_block9,15,0.24866613323953415,91.33777777777777,0.09015585529804229,97.06,97.06,128,1
after_block9,16,0.25668529371155635,91.31777777777778,0.09020384929180145,96.94,97.06,128,1
after_block9,17,0.2527173435582055,91.27111111111111,0.09038276617527008,96.96,97.06,128,1
after_block9,18,0.247321696223153,91.61333333333333,0.08973193836212158,97.06,97.06,128,1
after_block9,19,0.251372378455268,91.60444444444444,0.0895140462398529,97.08,97.08,128,1
after_block9,20,0.2529462920029958,91.56444444444445,0.0894119300365448,97.0,97.08,128,1
