epoch,inner_best_obj,outer_obj,inner_mean_obj,latency,acc,entropy_X,entropy_Y,steps_collected,num_episodes
23,7.273792039415977,7.3019041303353855,6.477409035716146,0.38008049232115904,9.20230659194118,8.938580494562785,-3.077482748667399,1500,150
24,7.351386155358242,7.393960334189073,6.5498128990107505,0.4350461104834657,9.569190886606401,8.93097481918335,-3.241224383195241,1500,150
25,7.500317279849412,7.517994126010776,6.604468563810936,0.3894079172228961,9.465033712125257,8.922688941955567,-3.3972819703420005,1500,150
26,7.426513676014285,7.45810973942001,6.640945568782879,0.3885025503964492,9.400622491402256,8.913842222213745,-3.6310072857538858,1500,150
27,7.704584820163337,7.747384300050298,6.667790191043886,0.34730151460021835,9.48389187305139,8.903890961964924,-3.863285083134969,1500,150
28,7.711017799860241,7.737153753721259,6.688973774892219,0.3233805322473532,9.354056414958025,8.893594828923543,-4.087234578768412,1500,150
29,7.496836401720257,7.512758056018923,6.76646452672941,0.36314090737369337,9.328462592887389,8.883375928878785,-4.350823676427205,1500,150
30,7.595183389356087,7.611576506809797,6.757903014576002,0.3350494480290592,9.286823746955093,8.872486367543539,-4.557149284998576,1500,150
31,7.547228385106694,7.590828041515383,6.814129765166135,0.368105562073623,9.431355851883499,8.860939589818319,-4.754096337000529,1500,150
32,7.883436286430204,7.908866660275932,6.891547583341392,0.3324382538083841,9.571057929317853,8.84797335243225,-5.022360287348429,1500,150
33,7.558190856998278,7.5925217145516175,6.8584075630549375,0.362339250840776,9.404217968755498,8.833641196568808,-5.285858567873637,1500,150
34,7.836707820590185,7.852493393327753,6.940128776638203,0.3249019928591704,9.477003357623605,8.818668628056844,-5.4000376631418865,1500,150
35,7.73388131161161,7.759338747052592,6.969953162956495,0.3541878998597305,9.530278246351244,8.804354382197062,-5.727525293032328,1500,150
36,7.827246733809753,7.842696004287282,6.958059122306131,0.3067391159605088,9.376391584089825,8.790826734542847,-6.098554977416992,1500,150
37,7.700637154721502,7.7190901051408725,7.016662338340286,0.3260659972832593,9.34942009155717,8.776708944320678,-6.363089652061462,1500,150
38,8.062104606942377,8.084903072484822,7.099431234530659,0.29752557960215154,9.57253097049558,8.76042190170288,-6.51313570690155,1500,150
39,7.7375160666568865,7.757981521862581,7.060395545257123,0.35869899677187606,9.551476505721961,8.743395395914714,-6.692586981137594,1500,150
40,7.848083077768459,7.872489494053525,7.129802603457328,0.33546610064085763,9.549819997257813,8.724895571390787,-6.906863317489624,1500,150
41,7.802316593081757,7.816749815047942,7.07080990968881,0.3215479451475027,9.424489540785455,8.706393906911215,-6.929113549550374,1500,150
42,7.890745936472037,7.923711531747214,7.080093207406653,0.3302718262441001,9.575070662967715,8.686723846435546,-6.9966696793238325,1500,150
43,7.86829884606022,7.880875132094082,7.173550926465732,0.3414849631196466,9.588299947692315,8.665227787653604,-7.273598675409953,1500,150
44,8.019586770447525,8.071366399223944,7.204306663625821,0.2877409524840845,9.510071161644365,8.643829023361207,-7.1755632289250695,1500,150
45,7.993030518696379,8.015941750754486,7.1819255214265985,0.30892758834587025,9.560579692483836,8.621029946009317,-7.161853286743164,1500,150
46,7.9152452953891554,7.935405603271661,7.21952256322207,0.3236805834403029,9.553808520473176,8.594298505783081,-7.05219454797109,1500,150
47,7.899009132163034,7.924177339810114,7.224621201861405,0.31502747146322513,9.49931469712624,8.565934949874878,-7.052712885856629,1500,150
48,7.860559363204744,7.882347262837015,7.275071853944225,0.2952740258784383,9.358717392229206,8.542287412643432,-7.171649349212647,1500,150
49,7.8530671669683025,7.864797724067755,7.293274618918398,0.3457244124036324,9.593419786085917,8.517497084299723,-7.328392243703206,1500,150
50,8.035115973044784,8.063335542095555,7.32696136666046,0.29684555577148747,9.547563320952992,8.489030395507813,-7.328647891044617,1500,150
51,7.941381068330846,7.953207199205301,7.267787141951072,0.3095109955772143,9.500762177091373,8.466490398406982,-7.522154755274455,1500,150
52,7.954268879581567,7.994818537070543,7.353632254526225,0.33967914993337517,9.693214286737419,8.440021039962769,-7.751106105486552,1500,150
53,7.9390353340828606,7.944780387465682,7.325843200887626,0.2976525207162965,9.433042991047165,8.412569593429565,-7.929818839391072,1500,150
54,7.9514089511012855,7.967307200334723,7.388410461985908,0.28383283026431816,9.386471351656313,8.382315709431966,-8.010867417971292,1500,150
55,7.920429638066052,7.933114087340341,7.382719050255661,0.3077344158307974,9.471786166494327,8.354049586613973,-7.978327836672465,1500,150
56,7.884076655203015,7.913559384340292,7.402359666967447,0.2997673444305857,9.41239610649322,8.321913781483968,-7.949898227373759,1500,150
57,7.946524155130552,7.966059346382531,7.378852742819703,0.31666447463662195,9.549381719565641,8.282844980239869,-8.023338234265646,1500,150
58,8.005697811044975,8.02463406551862,7.394869802165428,0.29896746650005473,9.519471398018894,8.251780674616496,-8.23183506457011,1500,150
59,8.014143323063356,8.020133318430728,7.397685619514829,0.3005025773656109,9.522646205258782,8.220846936543783,-8.115060059229533,1500,150
60,8.052046685082363,8.096224893773378,7.435996044422806,0.28857577451175087,9.539103766332133,8.18201596768697,-8.02313357035319,1500,150
61,8.08853278142901,8.097116939820298,7.450667655265055,0.274920352086504,9.471718700252818,8.149186395009359,-8.144300541241964,1500,150
62,8.125078594228142,8.127386043081872,7.44891566910094,0.2856618175026211,9.555695130594977,8.113104211171468,-8.121759311358135,1500,150
63,8.088142049961185,8.101792390988113,7.48126525668052,0.29540555648739286,9.578820173425077,8.080395723342896,-8.320726193745932,1500,150
64,8.003215657457206,8.01905898917328,7.50800391890862,0.2829153425176043,9.4336357017613,8.041834034601848,-8.24398602104187,1500,150
65,8.1168730809881,8.134672201895516,7.52919168819421,0.2965716940131621,9.617530671961326,8.00872027206421,-8.34237956492106,1500,150
66,8.159324075992576,8.161775290692365,7.496780680262534,0.2792823460163128,9.558187020773929,7.972468541463216,-8.548490257898967,1500,150
67,8.090399029554886,8.128870305762685,7.561642126504464,0.3122064441956881,9.689902526741125,7.942171211878459,-8.76284843381246,1500,150
68,8.167533307025023,8.179246099449049,7.512756814560604,0.2722173280223125,9.540332739560611,7.910369889895121,-8.908820884068806,1500,150
69,8.052312806667317,8.062663138389532,7.538706015404961,0.2773449870558014,9.449388073668539,7.874818021138509,-8.862322467803954,1500,150
70,8.113678141104975,8.116364524642837,7.582457711639375,0.28766597029322805,9.554694376108976,7.8368110307057695,-8.902905370712281,1500,150
71,8.112344036885947,8.14364011232925,7.597146674887276,0.2989805450601711,9.638542837630105,7.81283253733317,-8.968251932779948,1500,150
72,8.152530069764506,8.169575353460957,7.609454294456403,0.2754544131932953,9.546847419427433,7.774253096580505,-9.039441591262817,1500,150
73,8.101008403816651,8.110665400766445,7.604418263516039,0.2882907647236535,9.552119224384713,7.734063453038534,-9.252568722407023,1500,150
74,8.084754858557007,8.095466745789299,7.617529026675299,0.3025970900040145,9.608452195809372,7.689664723396302,-9.089605742136637,1500,150
75,8.242951986601797,8.245553240034702,7.641210481101848,0.2674892696030179,9.582999588049791,7.652861293156942,-9.129162595748902,1500,150
76,8.215879698018405,8.229528674978713,7.6500426621273405,0.2702333559401641,9.580695454679534,7.624780387242635,-9.491170305887858,1500,150
77,8.195630021959232,8.213008992199413,7.679146526477387,0.27526611989500627,9.589339591674443,7.587354338963826,-9.590221335728963,1500,150
78,8.159383444524552,8.16284757774808,7.6744594373371395,0.28179194741722297,9.571807314834194,7.5423625421524045,-9.7345277372996,1500,150
79,8.254249456066898,8.26269665894103,7.654253333416063,0.26893105953528956,9.607351956617478,7.5003868687947595,-9.691358880360921,1500,150
80,8.117272811767295,8.131029265781038,7.666087923723501,0.27406970177418777,9.501377774651976,7.435695457140604,-9.679781803766886,1500,150
81,8.225859832127147,8.24469457140404,7.696047755599564,0.27069789781498865,9.598184060478983,7.373727066040039,-9.663526395161947,1500,150
82,8.179378645290027,8.180711792954753,7.679932082199024,0.2692627329051261,9.527025457480383,7.319864003181458,-9.76823313331604,1500,150
83,8.23591500551208,8.242249262034925,7.719790039254587,0.27137161238929897,9.59910732398142,7.2706024335225425,-9.722382182439167,1500,150
84,8.125198634632937,8.126135959323323,7.723765476226957,0.26632764332494596,9.457774175948053,7.222822569847107,-9.305218261082967,1500,150
85,8.113885042435484,8.130158096891606,7.691238601381306,0.30750621904833564,9.667689192133283,7.17495617612203,-9.513766485850017,1500,150
86,8.125285302736774,8.140950307367904,7.697039256507736,0.2689903150651003,9.485901882693405,7.133586402257284,-9.732969835281372,1500,150
87,8.2289375475765,8.269957729885858,7.720702657265592,0.27715307310925646,9.65572309543214,7.113124794324239,-9.632572405497234,1500,150
88,8.181315371110005,8.192839164936265,7.740545875526464,0.2686293731798213,9.535986030835371,7.07680406665802,-9.511536332448324,1500,150
89,8.120236828414537,8.120236828414537,7.7651596740398,0.2850790511801223,9.545632084315148,7.016733804702759,-9.477699583053589,1500,150
90,8.189667661413957,8.198354538509628,7.727074759732786,0.2686750084521364,9.54172958077031,6.9561875664393105,-9.559328914642334,1500,150
91,8.260863543744774,8.264177362841334,7.7799326558410655,0.2689637739470564,9.608996232576617,6.896818143844604,-9.48416250483195,1500,150
92,8.140745793603529,8.14112779174594,7.73795470510975,0.2835097751455365,9.558676667473623,6.858863535881042,-9.249415728251138,1500,150
93,8.17429069362828,8.193587287896305,7.764596504347149,0.28497495008340296,9.61846203831332,6.858532628059387,-9.300773249308268,1500,150
94,8.170413425634708,8.183595635289675,7.735352595975936,0.27953328699881297,9.58126207028374,6.8316718263626095,-9.667827508290609,1500,150
95,8.17051629054889,8.175547735768738,7.774069357397757,0.27017051654842394,9.526400318510857,6.785259641011556,-9.584859315872192,1500,150
96,8.214979595663829,8.215131219898868,7.812400182617469,0.26618731649314203,9.546067802364579,6.718452824910481,-9.536353282292684,1500,150
97,8.170859322659707,8.179523842761851,7.784762622067223,0.26925396919520517,9.525793688737878,6.666111058235169,-9.535490118662516,1500,150
98,8.254829263126796,8.257545200041294,7.823023396840881,0.26703822917703485,9.592736345926468,6.5940867513020835,-9.90056601715088,1500,150
99,8.240683483490606,8.242340671158178,7.805455722175212,0.2670518976575186,9.57760015944577,6.536149033546447,-10.15012916692098,1500,150
100,8.240264519008468,8.24037254960028,7.831107705480708,0.2671107990704137,9.575926544952349,6.4750993013381954,-10.081830463409425,1500,150
101,8.323547485508522,8.323547485508522,7.800983343629814,0.26593279999999997,9.653211485508521,6.439177055676778,-10.215418259938557,1500,150
102,8.20656191125001,8.211755697441522,7.823082129784168,0.27336554225645165,9.57858340872378,6.38711263179779,-10.116905029296875,1500,150
103,8.280899571681456,8.280899571681456,7.828108831531016,0.26656000294469895,9.61369958640495,6.354104901949564,-9.961928525288899,1500,150
104,8.243124995869188,8.243124995869188,7.855334890309174,0.26593279999999997,9.572788995869187,6.311814028104147,-10.151826763153077,1500,150
105,8.216643339202603,8.22510766519637,7.832585538873712,0.2738166399023249,9.594190864707995,6.257206691424052,-10.000403095245362,1500,150
106,8.21767614298526,8.218919652618169,7.8406154998259865,0.26995766458641357,9.568707975550236,6.207834433555603,-10.184923091888427,1500,150
107,8.269009171163626,8.271880417011037,7.844231235775102,0.269335377219363,9.618557303107853,6.164771075884501,-10.36682275390625,1500,150
108,8.315821089320364,8.317849652568443,7.846539743723887,0.2665794663333106,9.650746984234996,6.124897323290507,-10.216630756378175,1500,150
109,8.22588577774116,8.22588577774116,7.876452298827362,0.2828293283675785,9.640032419579052,6.028918343861898,-10.233075457255046,1500,150
110,8.25859418817395,8.259892756212679,7.885731091393178,0.2672962952040413,9.596374232232886,5.935928712526957,-10.087794932047526,1500,150
111,8.210922294469773,8.21126000600983,7.8770947937477835,0.28880111007825343,9.655265556401098,5.888598959604899,-10.152208173116048,1500,150
112,8.245669412913985,8.246070099447799,7.8817589888291115,0.2675340597100156,9.583740397997877,5.817453552881877,-10.602570273081461,1500,150
113,8.277246207585458,8.277246207585458,7.89337255644341,0.26593279999999997,9.606910207585457,5.777950182914734,-10.861518559773764,1500,150
114,8.199560660215877,8.211499062039204,7.889840229044061,0.280246968124656,9.612733902662484,5.756609272003174,-10.623196566263834,1500,150
115,8.220089396125966,8.220089396125966,7.878503751119721,0.26593279999999997,9.549753396125965,5.694083860715231,-10.646921016693115,1500,150
116,8.21056860156461,8.218344016297763,7.898548557539698,0.28748716083301223,9.655779820462824,5.67714603805542,-10.447627826690674,1500,150
117,8.218737844734793,8.2190393204851,7.88801891667797,0.2685856261864543,9.561967451417372,5.621104616165161,-10.858666931152344,1500,150
118,8.246850443252658,8.25198416454285,7.9029671035494085,0.270049807548224,9.602233202283971,5.559703644752503,-11.19935722732544,1500,150
119,8.291036520889966,8.291036520889966,7.93641204935738,0.26593279999999997,9.620700520889965,5.532879818598429,-10.978367941538492,1500,150
120,8.258942092215703,8.258942092215703,7.913287094982563,0.26595651659888797,9.588724675210143,5.577388155301412,-11.037860218048095,1500,150
121,8.276316429615866,8.292768630891159,7.924653688537677,0.2643751521504608,9.614644391643463,5.612424155553182,-11.189662670135498,1500,150
122,8.312347036779455,8.312347036779455,7.94146442340773,0.26593279999999997,9.642011036779454,5.573315409342448,-11.556222962697348,1500,150
123,8.27718716387996,8.27718716387996,7.9284286451890935,0.26595651659888797,9.6069697468744,5.5703241783777875,-11.56974232228597,1500,150
124,8.29873562919952,8.298956234945509,7.948944059330229,0.26643864118080757,9.631149440849546,5.599261622111003,-11.401860483805338,1500,150
125,8.252998973243708,8.256574441430471,7.948315511755727,0.27399095699416526,9.626529226401297,5.598280319531758,-11.566039279937744,1500,150
126,8.269083703205526,8.269241844836413,7.954008370730716,0.26882293319036055,9.613356510788217,5.538107510566712,-11.376978240966796,1500,150
127,8.272167829583486,8.274594345485095,7.9464791479028705,0.2692172452253484,9.620680571611837,5.495795690854391,-11.637561712900798,1500,150
128,8.299368377691662,8.299368377691662,7.932990685650615,0.26593279999999997,9.629032377691662,5.503527609507243,-11.79956701405843,1500,150
129,8.283760035292962,8.293947163049813,7.928750692978497,0.2638565927425563,9.613230126762595,5.503665269851685,-11.488326230367024,1500,150
130,8.269707240853007,8.274505243755282,7.972384103702844,0.27052446626451704,9.627127575077868,5.459396975517273,-11.341633117675782,1500,150
131,8.286260912534246,8.290848620439142,7.961922311040654,0.27292342082767007,9.655465724577493,5.449819734255473,-12.039348119099936,1500,150
132,8.30117278218772,8.30117278218772,7.967921200006898,0.26593279999999997,9.63083678218772,5.429611480077107,-12.395102798461915,1500,150
133,8.279017634017821,8.279549313020452,7.971951022591043,0.26608418625978725,9.609970244319388,5.370249411900838,-12.04944276936849,1500,150
134,8.305379226470283,8.305379226470283,7.962383342599936,0.26650451494409666,9.637901801190766,5.369633215904236,-11.444888098398845,1500,150
135,8.248491854795372,8.25208371614608,7.938398234720132,0.2676679129638784,9.590423280965473,5.369707919756571,-11.816911871592204,1500,150
136,8.312758056244908,8.312758056244908,7.991420356615854,0.26593279999999997,9.642422056244907,5.366995544115702,-12.259202039082846,1500,150
137,8.301207474870818,8.301207474870818,7.957567413385265,0.26593279999999997,9.630871474870817,5.379430757840474,-12.3652564163208,1500,150
138,8.270760054859783,8.270760054859783,8.005171335883682,0.26593279999999997,9.600424054859783,5.394078574816386,-11.996093549092611,1500,150
139,8.286984674475127,8.301713455473289,7.962351216455002,0.2720454388547111,9.661940649746844,5.414968258857727,-12.071437689463297,1500,150
140,8.305119295228828,8.305119295228828,7.9827266292411405,0.26593279999999997,9.634783295228827,5.38015261554718,-12.313638586680094,1500,150
141,8.311359238111358,8.311359238111358,7.975548018892641,0.26593279999999997,9.641023238111357,5.340593508084615,-12.46882718785604,1500,150
142,8.29721918850955,8.29733083072083,7.99674640357552,0.2663796180073462,9.62922892075756,5.358525527318319,-12.188705430348714,1500,150
143,8.319398382987265,8.325591616695107,7.9780275265886775,0.2680956660155228,9.666069946772721,5.376649535814921,-11.693683214823405,1500,150
144,8.317347750252754,8.317347750252754,7.992788461413438,0.26593279999999997,9.647011750252753,5.322147886594137,-11.692169588724772,1500,150
145,8.322206880892967,8.322206880892967,7.987345942574316,0.26593279999999997,9.651870880892966,5.291293878873189,-11.129136107126872,1500,150
146,8.28992159917562,8.289940391539037,7.976834691255491,0.26649005519313196,9.622390667504696,5.239623585700989,-10.817017421722412,1500,150
147,8.286507274260282,8.286507274260282,7.9883642696437045,0.26593279999999997,9.616171274260282,5.237870372772217,-11.140718041737875,1500,150
148,8.269025634765914,8.269025634765914,7.9789442158140265,0.26593279999999997,9.598689634765913,5.22767246278127,-11.897432810465494,1500,150
149,8.323848031068978,8.323848031068978,7.99676911264018,0.26593279999999997,9.653512031068978,5.1952360111872355,-12.032349667867024,1500,150
150,8.281353655950182,8.281436761661729,7.988843581635368,0.2663444078553525,9.613158800938491,5.207084396998088,-12.325048109690348,1500,150
151,8.311301915777001,8.311301915777001,8.001329744975118,0.26593279999999997,9.640965915777,5.195828570048015,-12.743314957936605,1500,150
152,8.306219042441679,8.306219042441679,8.02083574409433,0.26729518647726236,9.642694974827991,5.169464882214864,-13.211389781951905,1500,150
153,8.23018558095322,8.242654634826271,7.997918457943336,0.2822465862867581,9.653887566260062,5.135448981285095,-13.274095507303874,1500,150
154,8.299204698069236,8.30826763689365,8.023889534837389,0.26118610476399273,9.614198160713613,5.122539906183879,-12.43917898050944,1500,150
155,8.298111349776006,8.299226711189634,8.01940613766794,0.26703404184684887,9.634396920423878,5.041879472414652,-12.45561181004842,1500,150
156,8.318433143657217,8.318433143657217,8.026100033802898,0.26593279999999997,9.648097143657216,4.997633642832438,-13.046735940297445,1500,150
157,8.29123001310337,8.29123048401907,8.007283360269488,0.2665842136950714,9.624151552494428,5.00219051806132,-13.458471945444742,1500,150
158,8.309998658586869,8.310456797344797,8.050951899950793,0.26806379590126417,9.650775776851118,5.028003290494283,-13.76852686436971,1500,150
159,8.287960022364066,8.289514583493652,8.050681209559206,0.2688859252135477,9.63394420956139,5.04372811794281,-13.82167400487264,1500,150
160,8.306366727401832,8.306614486412462,8.03635806678031,0.2669069262557074,9.641149117690999,5.028696621894836,-13.782304710388184,1500,150
161,8.323416093271994,8.323416093271994,8.026315997759815,0.26593279999999997,9.653080093271994,5.043814247449239,-13.16226035563151,1500,150
162,8.368733387622669,8.368733387622669,8.033352475666009,0.26729518647726236,9.705209320008981,5.079153571128845,-12.576478627522787,1500,150
163,8.318143744270166,8.327459169365934,7.998187982806097,0.2680338312492739,9.667628325612304,5.062120896657308,-12.784328971862793,1500,150
164,8.284981307017231,8.28522546882172,8.054081866293425,0.26844303852205414,9.62744066143199,5.083018381754557,-12.689609194437663,1500,150
165,8.297376682026382,8.297376682026382,8.03453540983108,0.2668256983910441,9.631505173981603,5.083141682306925,-13.129098907470704,1500,150
166,8.269942808680648,8.269976178679983,8.055353469494104,0.26657513255760934,9.602851841468029,5.0606620333989465,-14.101890884399413,1500,150
167,8.315359456118372,8.315359456118372,8.020898497402142,0.26666169577740484,9.648667935005397,5.015405528704325,-13.62113232421875,1500,150
168,8.338142092820977,8.339767654800147,8.022293016628298,0.26913991385263425,9.685467224063318,4.965610400835673,-12.766657953898113,1500,150
169,8.323051410138545,8.323051410138545,8.011291532528867,0.26729518647726236,9.659527342524857,4.940581267038981,-12.343820002237957,1500,150
170,8.319767729757286,8.319767729757286,8.047183855529711,0.2680929713807984,9.660232586661278,4.967081486384074,-12.251992434183757,1500,150
171,8.284318261802161,8.28696178490474,8.044332736213356,0.2670202907489875,9.622063238649677,4.978538903872172,-12.855564928690592,1500,150
172,8.289713006039664,8.289713006039664,8.034647727985359,0.2664807983452086,9.622116997765707,4.9819063316981,-13.092683179219565,1500,150
173,8.303062957070058,8.303062957070058,8.040009454892369,0.272217053731333,9.664148225726722,4.985372379302978,-13.151303919474284,1500,150
174,8.29258079979512,8.29258079979512,8.037012185702265,0.26593279999999997,9.62224479979512,4.927560757954915,-13.589993624369303,1500,150
175,8.304653869418043,8.304653869418043,8.049654113750048,0.26593279999999997,9.634317869418043,4.855875816027323,-13.585083137512207,1500,150
176,8.322708139821174,8.322708139821174,8.050481488320605,0.26593279999999997,9.652372139821173,4.821091818809509,-13.327076639811198,1500,150
177,8.315079401213511,8.315079401213511,8.060797812170511,0.266379249195522,9.646975647191121,4.8404540506998694,-13.264068817138671,1500,150
178,8.30379352124908,8.315134420475877,8.06581384887522,0.2665861965040176,9.648065402995964,4.858116294542948,-13.090415461222332,1500,150
179,8.325009931448413,8.325009931448413,8.086960384553922,0.26593279999999997,9.654673931448412,4.864233717600505,-13.35758806101481,1500,150
180,8.339073381201565,8.339073381201565,8.056220692087138,0.26593279999999997,9.668737381201565,4.875197905858358,-13.908676712036133,1500,150
181,8.291223535312804,8.295009505892306,8.070792957351653,0.26750379584838746,9.632528485134243,4.873505079587301,-13.991021072387696,1500,150
182,8.322377982059432,8.322377982059432,8.04733886797802,0.26593279999999997,9.652041982059432,4.850006445248922,-13.704640218098959,1500,150
183,8.350705105292544,8.350705105292544,8.03414992058096,0.26593279999999997,9.680369105292543,4.841574553489685,-13.252376586914062,1500,150
184,8.281776739984572,8.281776739984572,8.067617974996534,0.26729518647726236,9.618252672370884,4.805496613502503,-13.060493985493977,1500,150
185,8.310762346294899,8.310762346294899,8.056008629308336,0.26593279999999997,9.640426346294898,4.7902830225626625,-13.361585843404134,1500,150
186,8.370135178350854,8.373168564320949,8.069771698344475,0.2670097742076174,9.708217435359035,4.746496859868367,-13.499376075744628,1500,150
187,8.342195011360882,8.342195011360882,8.065239865338272,0.2710394449291221,9.697392236006493,4.692317796707154,-13.104280568440755,1500,150
188,8.325292630191562,8.325292630191562,8.097760358224232,0.26593279999999997,9.654956630191561,4.707461942036947,-13.828903821309408,1500,150
189,8.303004221298227,8.303203085524178,8.077943625206315,0.26688787136686765,9.637642442358516,4.720372652053833,-14.546097442626953,1500,150
190,8.322692672487847,8.322898346598734,8.050108816684341,0.2682383399021994,9.664090046109731,4.645416032155355,-13.729315762837729,1500,150
191,8.303083162291209,8.303104074225054,8.09288088493289,0.2675385227530514,9.64079668799031,4.590295762379964,-13.19585769144694,1500,150
192,8.344275024969765,8.344707523940805,8.09966927578782,0.26862189418474414,9.687816994864525,4.590967272440593,-14.118818758646647,1500,150
193,8.358498321337434,8.358498321337434,8.080510475191916,0.26593279999999997,9.688162321337433,4.562525808016459,-15.418690826416016,1500,150
194,8.319102097196474,8.319102097196474,8.087414562564966,0.26593279999999997,9.648766097196473,4.564332586606343,-14.624506739298502,1500,150
195,8.29321394931044,8.29321394931044,8.0829497576981,0.26593279999999997,9.622877949310439,4.6306963818868,-14.053913617451986,1500,150
196,8.315093201132504,8.315093201132504,8.08595041629526,0.26593279999999997,9.644757201132503,4.678662797292073,-14.724677790323893,1500,150
197,8.317112325100116,8.317112325100116,8.071262895524844,0.26593279999999997,9.646776325100115,4.658323401769002,-14.920316111246745,1500,150
198,8.316322907585178,8.316322907585178,8.09498878645677,0.26593279999999997,9.645986907585177,4.658132543563843,-14.317996788024903,1500,150
199,8.31802373329866,8.31802373329866,8.082620515063402,0.2668035586514437,9.652041526555877,4.708042717933655,-14.089407719930014,1500,150
