stage,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc
after_layer3_block10,28,0.5711171909713745,80.482,0.5091451038360596,82.95,84.13
after_layer3_block10,29,0.5614637139129639,80.642,0.47783604390621187,84.17,84.17
after_layer3_block10,30,0.5629263225364685,80.966,0.47059239745140075,84.1,84.17
after_layer3_block10,31,0.5568016542720795,80.992,0.5104980975151062,83.32,84.17
after_layer3_block10,32,0.5577103211212158,80.882,0.5090322371959686,83.17,84.17
after_layer3_block10,33,0.5543605999279022,80.988,0.48219046268463134,84.32,84.32
after_layer3_block10,34,0.5587666730308533,81.026,0.5528782078504563,81.52,84.32
after_layer3_block10,35,0.5535793774127961,81.164,0.5282117269039154,82.82,84.32
after_layer3_block10,36,0.5507911129951477,81.37,0.4689196754455566,84.51,84.51
after_layer3_block10,37,0.5506718889427185,81.212,0.47788340544700625,84.22,84.51
after_layer3_block10,38,0.5556382412719727,81.036,0.48260640697479246,83.97,84.51
after_layer3_block10,39,0.5616865798091888,80.946,0.5124774795055389,83.04,84.51
after_layer3_block10,40,0.5526209809494018,81.352,0.48116231281757355,83.86,84.51
after_layer3_block10,41,0.5477510601043701,81.298,0.4984070034503937,83.58,84.51
after_layer3_block10,42,0.5492452789306641,81.082,0.45906024527549744,84.75,84.75
after_layer3_block10,43,0.5490337215423584,81.332,0.4927130145311356,83.61,84.75
after_layer3_block10,44,0.5597478723144531,80.994,0.4973400796175003,83.51,84.75
after_layer3_block10,45,0.5468076214408875,81.446,0.4614751719713211,84.32,84.75
after_layer3_block10,46,0.5468345726966858,81.408,0.4921251919746399,83.65,84.75
after_layer3_block10,47,0.5466574765777588,81.292,0.4745173907279968,84.35,84.75
after_layer3_block10,48,0.5426999154567719,81.438,0.4878491260290146,83.51,84.75
after_layer3_block10,49,0.5426534105491638,81.546,0.47397571034431457,84.33,84.75
after_layer3_block10,50,0.5481566816329956,81.466,0.4648246790409088,84.58,84.75
after_layer3_block15,1,0.9920859775161743,67.686,0.7150433863162995,77.8,77.8
after_layer3_block15,2,0.7147930389404297,76.262,0.6508299504280091,79.02,79.02
after_layer3_block15,3,0.6612859366989136,77.66,0.5827823449134827,80.94,80.94
after_layer3_block15,4,0.6257131767654419,78.886,0.5598909014225006,81.32,81.32
after_layer3_block15,5,0.6000366469478607,79.704,0.5177791016101837,82.81,82.81
after_layer3_block15,6,0.5877629734134674,80.262,0.5244943909168244,82.22,82.81
after_layer3_block15,7,0.5740653485107422,80.562,0.5043768713474274,83.17,83.17
after_layer3_block15,8,0.5622569423484802,81.088,0.5471439712285996,81.87,83.17
after_layer3_block15,9,0.5551845143127442,81.152,0.5341132453680039,82.21,83.17
after_layer3_block15,10,0.5576513844680786,81.116,0.46788717710971833,84.64,84.64
after_layer3_block15,11,0.5479343027496338,81.574,0.49538141968250277,83.57,84.64
after_layer3_block15,12,0.5379667846298217,81.82,0.5304836578130722,82.58,84.64
after_layer3_block15,13,0.5411353952217102,81.83,0.4639891135931015,84.7,84.7
after_layer3_block15,14,0.5338900568580628,81.99,0.5022297904491425,83.13,84.7
after_layer3_block15,15,0.5325323619937897,81.912,0.5010242231607437,83.37,84.7
after_layer3_block15,16,0.5301850312042237,81.962,0.4951724913597107,83.94,84.7
after_layer3_block15,17,0.5196328840112686,82.428,0.48210520853996275,84.44,84.7
after_layer3_block15,18,0.5244074099731445,82.318,0.4677323200702667,84.51,84.7
after_layer3_block15,19,0.5155699785423279,82.55,0.5248213315725326,83.37,84.7
after_layer3_block15,20,0.5256744216871262,82.404,0.43962280559539796,85.39,85.39
after_layer3_block15,21,0.5143672246408463,82.312,0.4611417713880539,84.48,85.39
after_layer3_block15,22,0.5111374518966675,82.7,0.46195458257198335,84.66,85.39
after_layer3_block15,23,0.5132121425628662,82.542,0.4314553555250168,85.5,85.5
after_layer3_block15,24,0.5136706009292602,82.622,0.4563521553516388,84.9,85.5
after_layer3_block15,25,0.5052659841156005,82.764,0.45140493490695954,85.05,85.5
after_layer3_block15,26,0.5037032586765289,82.73,0.4315653370380402,85.83,85.83
after_layer3_block15,27,0.5016838047885894,82.934,0.45268508989810946,85.16,85.83
after_layer3_block15,28,0.512247233247757,82.476,0.46120523285865783,84.75,85.83
after_layer3_block15,29,0.5082723959636688,82.842,0.501085279417038,85.0,85.83
after_layer3_block15,30,0.4934092918586731,83.254,0.46596145622730256,84.81,85.83
after_layer3_block15,31,0.5005282765769958,83.076,0.43423277142047884,85.51,85.83
after_layer3_block15,32,0.5107260921382905,82.74,0.4570675961494446,84.66,85.83
after_layer3_block15,33,0.5006262132072449,83.056,0.4566786729097366,84.82,85.83
after_layer3_block15,34,0.5017734416580201,82.896,0.4403217573404312,85.72,85.83
after_layer3_block15,35,0.5019112026309968,82.984,0.4674710210084915,84.95,85.83
after_layer3_block15,36,0.5036811674690247,82.986,0.7960545554399491,84.01,85.83
after_layer3_block15,37,0.5025853745174408,82.938,0.5585695560455323,83.94,85.83
after_layer3_block15,38,0.487387527513504,83.392,0.4876403263568878,83.83,85.83
after_layer3_block15,39,0.4918523234939575,83.208,0.43073151988983155,85.84,85.84
after_layer3_block15,40,0.4969307007789612,83.266,0.42749251917600634,85.49,85.84
after_layer3_block15,41,0.49179352367401125,83.412,0.43803358180522917,85.47,85.84
after_layer3_block15,42,0.49398721334457396,83.236,0.47299290869235994,84.95,85.84
after_layer3_block15,43,0.4859789987182617,83.416,0.4297095974802971,85.8,85.84
after_layer3_block15,44,0.4927267049789429,83.316,0.43838541793823244,85.6,85.84
after_layer3_block15,45,0.49014367769241335,83.182,0.45500746450424195,84.77,85.84
after_layer3_block15,46,0.4849024507808685,83.452,0.4354848598480225,85.62,85.84
after_layer3_block15,47,0.49018322118759156,83.456,0.4146372911691666,86.11,86.11
after_layer3_block15,48,0.482846442527771,83.736,0.5870376104116439,83.22,86.11
after_layer3_block15,49,0.4918144066524506,83.312,0.43914583649635314,86.06,86.11
after_layer3_block15,50,0.48738195657730105,83.51,0.4263193371295929,85.97,86.11
after_layer3_block20,1,0.9615469273757935,69.474,0.7080369784832,79.65,79.65
after_layer3_block20,2,0.6680983002853393,78.116,1.2459575962066651,78.21,79.65
after_layer3_block20,3,0.6023254202461242,79.996,1.4884929467201233,80.38,80.38
after_layer3_block20,4,0.5633192471694947,81.18,1.2068631714344025,81.42,81.42
after_layer3_block20,5,0.549546640920639,81.638,2.6445620995998382,81.14,81.42
after_layer3_block20,6,0.5315502761650085,82.102,2.502838651704788,80.11,81.42
after_layer3_block20,7,0.5189333547973632,82.42,2.608213932442665,81.22,81.42
after_layer3_block20,8,0.5226427818870545,82.334,1.6635465215682983,82.85,82.85
after_layer3_block20,9,0.510170636138916,82.966,1.5108594229459762,82.1,82.85
after_layer3_block20,10,0.49521834358215333,83.394,1.4147955078601837,82.79,82.85
after_layer3_block20,11,0.49569175579071045,83.326,1.910787090909481,81.92,82.85
after_layer3_block20,12,0.49048406933784483,83.398,0.8556415338039398,83.87,83.87
after_layer3_block20,13,0.4912588550949097,83.566,3.901867628622055,81.48,83.87
after_layer3_block20,14,0.4852087227153778,83.546,1.6977954585075379,81.94,83.87
after_layer3_block20,15,0.4834487812423706,83.714,3.283903093481064,82.52,83.87
after_layer3_block20,16,0.48185242834091185,83.76,0.5340612567424774,85.07,85.07
after_layer3_block20,17,0.4773512554550171,83.75,2.2561923123121264,83.09,85.07
after_layer3_block20,18,0.47930992835998537,83.984,1.408640789914131,83.99,85.07
after_layer3_block20,19,0.4737936431694031,84.166,2.3273434620141984,81.86,85.07
after_layer3_block20,20,0.4724465860366821,83.892,1.9375964336395264,82.82,85.07
after_layer3_block20,21,0.46542776405334474,84.306,1.1788924911022187,84.29,85.07
after_layer3_block20,22,0.46532817578792574,84.338,2.2597417923688887,82.83,85.07
after_layer3_block20,23,0.46568938481330874,84.368,1.7737080026626586,83.28,85.07
after_layer3_block20,24,0.46068415725708006,84.448,1.329956887459755,84.27,85.07
after_layer3_block20,25,0.45627190192222594,84.66,1.1724213265895844,84.41,85.07
after_layer3_block20,26,0.45185299619197844,84.744,0.9994952547311783,84.75,85.07
after_layer3_block20,27,0.45718056407928465,84.72,1.4568097334623338,84.16,85.07
after_layer3_block20,28,0.4459356909370422,84.886,1.6174385290026665,83.45,85.07
after_layer3_block20,29,0.46409537757873537,84.468,1.722682139623165,84.69,85.07
after_layer3_block20,30,0.45749675045013427,84.54,1.646289446604252,83.8,85.07
after_layer3_block20,31,0.4490306215667725,84.916,0.9188228577852249,84.18,85.07
after_layer3_block20,32,0.4538203297233582,84.734,0.6362070650577545,85.92,85.92
after_layer3_block20,33,0.4559459999275208,84.52,0.9056555937290192,84.81,85.92
after_layer3_block20,34,0.4472580901145935,84.812,1.9506562579393387,83.73,85.92
after_layer3_block20,35,0.44746240159988404,85.028,0.7812071400761604,85.81,85.92
after_layer3_block20,36,0.45108795268058777,84.71,2.366847629868984,84.03,85.92
after_layer3_block20,37,0.45283323820114135,84.64,1.5954569874882698,83.93,85.92
after_layer3_block20,38,0.4427411250305176,85.086,1.9529069691300391,83.97,85.92
after_layer3_block20,39,0.4464364769744873,84.884,1.4525873063087464,83.3,85.92
after_layer3_block20,40,0.45001486144065855,84.914,2.2628054418325423,83.67,85.92
after_layer3_block20,41,0.4481830660533905,84.774,4.993734064543247,81.86,85.92
after_layer3_block20,42,0.4528376975440979,84.638,1.0895416799068451,84.49,85.92
after_layer3_block20,43,0.43771845401763915,85.228,1.0322008885383607,85.22,85.92
after_layer3_block20,44,0.4400649662208557,85.186,0.8052730036735535,86.5,86.5
after_layer3_block20,45,0.4398008280467987,85.31,1.0637430992007255,84.66,86.5
after_layer3_block20,46,0.4403221728134155,85.0,3.588494453382492,82.34,86.5
after_layer3_block20,47,0.4421153145599365,85.152,1.910131087911129,83.05,86.5
after_layer3_block20,48,0.4367949627304077,85.284,0.6720596816539764,86.14,86.5
after_layer3_block20,49,0.44560130418777466,84.926,1.2955711811542512,84.71,86.5
after_layer3_block20,50,0.43933642946243284,84.988,0.7928599938869476,86.51,86.51
after_layer4,1,0.5369819406223297,89.486,0.21015076322555543,93.12,93.12
after_layer4,2,0.2907219228839874,91.334,0.22057052659988402,93.09,93.12
after_layer4,3,0.26195307441711424,91.536,0.5734356748342514,90.99,93.12
after_layer4,4,0.24921628411769867,91.648,0.24211140551567079,93.32,93.32
after_layer4,5,0.24695578569412233,91.62,0.2876868839263916,93.25,93.32
after_layer4,6,0.24109769562721253,91.696,0.26137698373794555,93.34,93.34
after_layer4,7,0.23562878226280212,91.976,0.2613869717001915,93.44,93.44
after_layer4,8,0.23881206890881063,91.762,0.6305786408662796,91.9,93.44
after_layer4,9,0.23886286528110504,91.718,0.3476593120574951,93.06,93.44
after_layer4,10,0.23596303740024566,91.858,0.3907734877705574,92.68,93.44
after_layer4,11,0.23145376593112946,91.942,0.5205850789070129,92.53,93.44
after_layer4,12,0.23396268617153168,91.876,0.37993557362556457,92.98,93.44
after_layer4,13,0.231166145029068,91.942,0.35620763931274413,93.12,93.44
after_layer4,14,0.22840147734165192,92.042,0.6730293503403664,91.88,93.44
after_layer4,15,0.2292294433259964,92.09,1.2099369728088378,90.8,93.44
after_layer4,16,0.22508568527221678,92.298,0.5126631871461869,92.48,93.44
after_layer4,17,0.23077332728028296,91.862,0.35301945971250537,92.99,93.44
after_layer4,18,0.2327821438074112,91.802,0.32535771703720096,93.17,93.44
after_layer4,19,0.225925877161026,92.178,0.9194114931225776,91.89,93.44
after_layer4,20,0.22844165264606475,92.066,1.4675680385112762,91.37,93.44
after_layer4,21,0.22666389303684234,92.206,1.770411806869507,90.96,93.44
after_layer4,22,0.22981071795463562,92.092,0.3663590003490448,93.2,93.44
after_layer4,23,0.23345932540729641,91.874,0.4801249256253243,93.04,93.44
after_layer4,24,0.22629068940162658,92.212,0.6740854297637939,92.48,93.44
after_layer4,25,0.22242203454494477,92.314,0.4351269852757454,92.96,93.44
after_layer4,26,0.22609590155601503,92.224,0.37121387720108034,93.04,93.44
after_layer4,27,0.2288268273973465,92.068,1.2872980234146119,91.69,93.44
after_layer4,28,0.22541431147098542,92.23,0.3596486093521118,93.24,93.44
after_layer4,29,0.22592832094192505,92.324,0.3165120186448097,93.47,93.47
after_layer4,30,0.22621663990974425,92.088,0.292174697470665,93.55,93.55
after_layer4,31,0.22795068170070648,92.178,1.787369746541977,91.56,93.55
after_layer4,32,0.22485128304064275,92.182,0.33544927773475647,93.39,93.55
after_layer4,33,0.22687724052906036,92.076,0.33106842992305757,93.4,93.55
after_layer4,34,0.23588372715473174,91.774,1.2221482913970947,91.93,93.55
after_layer4,35,0.22672814732313157,92.184,0.33405763367414476,93.27,93.55
after_layer4,36,0.23113364629149438,92.058,0.4816153989434242,93.11,93.55
after_layer4,37,0.2238756464189291,92.244,1.336442777812481,91.64,93.55
after_layer4,38,0.22608799938678742,92.096,3.3743354206085203,90.4,93.55
after_layer4,39,0.2246060307264328,92.342,0.3214164409160614,93.4,93.55
after_layer4,40,0.22445008590221405,92.294,1.3368854578018188,91.46,93.55
after_layer4,41,0.22091539530038834,92.356,0.3698176883816719,93.4,93.55
after_layer4,42,0.22802833589076996,92.138,0.31536705157756806,93.44,93.55
after_layer4,43,0.22273848989963532,92.352,0.3931862918496132,93.23,93.55
after_layer4,44,0.22804002604961396,92.138,0.6843027895689011,92.83,93.55
after_layer4,45,0.22505280217170714,92.262,0.3638577703356743,93.02,93.55
after_layer4,46,0.22422277647733688,92.206,0.5371096845388412,92.86,93.55
after_layer4,47,0.22152284766197206,92.336,2.4036718481063843,91.04,93.55
after_layer4,48,0.22077555866241455,92.346,0.4952981778860092,92.88,93.55
after_layer4,49,0.22718875492095947,92.16,0.6768234723687172,92.69,93.55
after_layer4,50,0.22303503548383713,92.348,0.6623610617876052,91.85,93.55
