algorithm,curve_role,final_utility,best_utility,final_step,final_episode,evaluations,elapsed_s
PPO,learning_curve,1.1532632963949938,1.1532632963949938,0,0.0,1.0,0.0
Random,baseline,-1.6117390776718703,-1.6117390776718703,4,,5.0,0.0012735000345855951
Greedy,baseline,1.1359788606916403,1.1359788606916403,2,,9601.0,2.036910400027409
BF,baseline,1.1359788606916403,1.1359788606916403,1,,9601.0,2.9359872001223266
