epoch,seed_count,observed_seed_count,outer_objective_mean,outer_objective_std,paper_utility_sum_mean,paper_utility_sum_std,expected_accuracy_sum_mean,expected_accuracy_sum_std,expected_accuracy_mean_mean,expected_accuracy_mean_std,expected_latency_sum_s_mean,expected_latency_sum_s_std,expected_latency_mean_s_mean,expected_latency_mean_s_std,split_entropy_HX_mean,split_entropy_HX_std,exit_entropy_HY_mean,exit_entropy_HY_std
89,5,5,3.21106128928265,0.00038330560152278565,3.21106128928265,0.00038330560152278565,3.915467364496,0.0005498482879109922,0.978866841124,0.00013746207197774804,0.7044060752133495,0.0003174383766948925,0.17610151880333738,7.935959417372312e-05,0.439673915574948,0.20598755195013052,-32.4832049290975,3.6470967783480077
90,5,5,3.210708002324492,0.0006524058773384853,3.210708002324492,0.0006524058773384853,3.9150576039455998,0.000683041054925292,0.9787644009863999,0.000170760263731323,0.7043496016211078,0.0001109146000409708,0.17608740040527696,2.77286500102427e-05,0.4399647393703461,0.19799951676844538,-32.72446509348551,2.4346252533688473
91,5,5,3.2107652577068975,0.00027841403609088483,3.2107652577068975,0.00027841403609088483,3.9152411484544,0.0004774504695275766,0.9788102871136,0.00011936261738189416,0.7044758907475019,0.00024945888438865116,0.17611897268687549,6.236472109716279e-05,0.43719922933578487,0.19450980512380103,-33.20893809661865,4.031392727623502
92,5,5,3.2108245771634913,0.00033502501931545296,3.2108245771634913,0.00033502501931545296,3.9153324192511993,0.00028692638941540385,0.9788331048127998,7.173159735385096e-05,0.7045078420877088,0.000232734031839149,0.1761269605219272,5.818350795978725e-05,0.4277343922138215,0.1987003614324861,-34.23240042495728,5.939010166725173
93,5,5,3.2106868051405835,0.00031505836713818336,3.2106868051405835,0.00031505836713818336,3.9151306609024004,0.0002785727019039072,0.9787826652256001,6.96431754759768e-05,0.7044438557618169,0.00027194169613816685,0.17611096394045422,6.798542403454171e-05,0.4161206349372863,0.20190745719302775,-34.49306692606608,5.5068161430514575
94,5,5,3.2108954147135997,0.0002702224341991481,3.2108954147135997,0.0002702224341991481,3.9153306560928,0.00020924559275958325,0.9788326640232,5.231139818989581e-05,0.7044352413792001,0.0002640617653061819,0.17610881034480003,6.601544132654547e-05,0.407346157236894,0.20288452276037902,-33.8365858736674,3.85125549894713
95,5,5,3.210758548895332,0.00032999124337248587,3.210758548895332,0.00032999124337248587,3.9151385026048,0.00021201939081438344,0.9787846256512,5.300484770359586e-05,0.7043799537094678,0.0001258066896584172,0.17609498842736696,3.14516724146043e-05,0.3971628564655781,0.20540519002535998,-34.11636609649658,4.968843428454229
96,5,5,3.2106924169476465,0.00034749294638962723,3.2106924169476465,0.00034749294638962723,3.9150441113472,0.00042877257372927346,0.9787610278368,0.00010719314343231837,0.7043516943995536,0.0002865776470274197,0.1760879235998884,7.164441175685492e-05,0.388366233843565,0.20779522514418025,-35.11425341364543,6.23753371183543
97,5,5,3.2109363764324725,0.0003541553664646532,3.2109363764324725,0.0003541553664646532,3.9155362072159994,0.00036646452371982266,0.9788840518039998,9.161613092995566e-05,0.7045998307835268,0.0005458770402866883,0.1761499576958817,0.00013646926007167208,0.3839360339621703,0.20877837187209342,-35.21042352981567,5.319088896873545
98,5,5,3.2110322065808106,0.00047477162109672247,3.2110322065808106,0.00047477162109672247,3.915353552,0.0003876220049479105,0.978838388,9.690550123697763e-05,0.7043213454191892,0.00014391477161420743,0.1760803363547973,3.597869290355186e-05,0.3812747201661269,0.20648311389254337,-34.52367936147054,3.539328878966131
99,5,5,3.2111629227365532,0.00026744608660933723,3.2111629227365532,0.00026744608660933723,3.9155409506047993,0.0002949541166364853,0.9788852376511998,7.373852915912132e-05,0.7043780278682463,0.00017984950156330404,0.17609450696706158,4.496237539082601e-05,0.37301178538799284,0.21040254828506322,-34.78128143234253,4.938082623110897
100,5,5,3.210833578269945,0.00047070671434790666,3.210833578269945,0.00047070671434790666,3.915153178232,0.0005135632844892875,0.978788294558,0.00012839082112232187,0.7043195999620553,0.00015411229629946744,0.17607989999051382,3.852807407486686e-05,0.36310076268513997,0.21394675138015928,-35.77081328659058,6.744414201600552
101,5,5,3.211025583267792,0.00040058738499782447,3.211025583267792,0.00040058738499782447,3.9152667366208,0.0004591949737251684,0.9788166841552,0.0001147987434312921,0.704241153353008,0.00010040041850648263,0.176060288338252,2.5100104626620658e-05,0.35593965489268303,0.20972795133895525,-36.60538880640665,7.03732616651951
102,5,4,3.2108521431973314,0.00039649121625820206,3.2108521431973314,0.00039649121625820206,3.915144608912,0.00043606548313793647,0.978786152228,0.00010901637078448412,0.7042924657146683,0.00016492279170869396,0.17607311642866708,4.123069792717349e-05,0.3557737052659194,0.20913070978321935,-36.65193912887573,6.799589925202614
103,5,4,3.21102099166105,0.00039584279140670426,3.21102099166105,0.00039584279140670426,3.9153887595359995,0.00032771474671667504,0.9788471898839999,8.192868667916876e-05,0.70436776787495,0.00025852359578248853,0.1760919419687375,6.463089894562213e-05,0.3533011661012967,0.20934562123316164,-36.8433422571818,8.110356248975402
104,5,4,3.210934898923726,0.0006304329665445384,3.210934898923726,0.0006304329665445384,3.9154819109951995,0.0004607766506907794,0.9788704777487999,0.00011519416267269485,0.7045470120714734,0.0004040021844561448,0.17613675301786835,0.0001010005461140362,0.3485590245942275,0.2057054650062302,-37.112261166381835,8.815410350218544
105,5,4,3.2110853435321247,0.00044206701799152475,3.2110853435321247,0.00044206701799152475,3.9155026239999997,0.0005664007744347313,0.9788756559999999,0.00014160019360868282,0.7044172804678753,0.00026026495652808034,0.17610432011696883,6.506623913202008e-05,0.34608164250453316,0.20285127797659616,-37.10814705022176,7.547040839771638
106,5,3,3.2108260575976124,0.0003425245866754599,3.2108260575976124,0.0003425245866754599,3.915173912,0.00044898004000174804,0.978793478,0.00011224501000043701,0.7043478544023873,0.00023185400170016096,0.17608696360059684,5.796350042504024e-05,0.34460234049359956,0.20505759945012475,-37.153390980529785,6.844183789009776
107,5,1,3.210834374709028,0.00033309979089395634,3.210834374709028,0.00033309979089395634,3.915244072,0.0003616338030661313,0.978811018,9.040845076653283e-05,0.7044096972909718,0.00019670509468223586,0.17610242432274295,4.9176273670558964e-05,0.3432076276878516,0.20240348659349644,-37.86881589050293,7.899765482777676
108,5,1,3.2108777957418284,0.00029823603192262503,3.2108777957418284,0.00029823603192262503,3.9152857600000006,0.0003346967415438679,0.9788214400000002,8.367418538596698e-05,0.704407964258172,0.00019645395400116967,0.176101991064543,4.911348850029242e-05,0.3414150170743465,0.19901197316330801,-37.77152919464111,7.745271113048452
109,5,1,3.2109696335562226,0.0003232649364319364,3.2109696335562226,0.0003232649364319364,3.9154567360000003,0.00046572005290745097,0.9788641840000001,0.00011643001322686274,0.7044871024437773,0.0002715354691003358,0.17612177561094433,6.788386727508394e-05,0.33973543599645295,0.19585545549965497,-37.05860233561198,6.720476391525945
110,5,1,3.2108890443195426,0.0002937983037673283,3.2108890443195426,0.0002937983037673283,3.9153759120000005,0.0003617832449411804,0.9788439780000001,9.04458112352951e-05,0.7044868676804577,0.0002711727455281827,0.1761217169201144,6.779318638204568e-05,0.33923299172918,0.19491531651147007,-37.17921785481771,6.878636636819705
111,5,1,3.2109222277472163,0.0002931534541961127,3.2109222277472163,0.0002931534541961127,3.915318928,0.0003309266050352021,0.978829732,8.273165125880053e-05,0.7043967002527839,0.00019668348026064518,0.17609917506319597,4.9170870065161294e-05,0.3374830835044384,0.19165642190630144,-38.0055963180542,8.121862979538598
112,5,1,3.2109585113748644,0.0003132533712135119,3.2109585113748644,0.0003132533712135119,3.9154592568256,0.00046971072787812743,0.9788648142064,0.00011742768196953186,0.7045007454507355,0.00029345881898269467,0.17612518636268387,7.336470474567367e-05,0.3320734202643235,0.18174516648343522,-37.987987276713056,8.09296385182072
113,5,1,3.210901943566415,0.00029131093200150156,3.210901943566415,0.00029131093200150156,3.9152808,0.0003366641602548306,0.9788202,8.416604006370765e-05,0.7043788564335851,0.00020352963203518768,0.17609471410839628,5.088240800879692e-05,0.32549108278155325,0.17006719209696855,-37.28545527496338,7.023573831827607
114,5,1,3.2110171319032164,0.0003816237355499377,3.2110171319032164,0.0003816237355499377,3.915419288,0.0004110030787232111,0.978854822,0.00010275076968080278,0.7044021560967835,0.00019616891397714837,0.17610053902419587,4.904222849428709e-05,0.32119857064286866,0.1627176141463271,-37.46609884592692,7.281200025021167
115,5,1,3.2109150877829427,0.0002917030001786882,3.2109150877829427,0.0002917030001786882,3.9152684266912,0.0003430890858728624,0.9788171066728,8.57722714682156e-05,0.7043533389082575,0.00022555464966160873,0.17608833472706437,5.638866241540218e-05,0.3195601970930894,0.15997524533091276,-38.31446697692871,8.642234551048423
116,5,1,3.210923668629614,0.000293550609881962,3.210923668629614,0.000293550609881962,3.9152952720000003,0.0003319294375618608,0.9788238180000001,8.29823593904652e-05,0.7043716033703856,0.00020844223626221718,0.1760929008425964,5.2110559065554295e-05,0.31941039665738746,0.15972634727018306,-38.38233775278727,8.759735650076738
117,5,1,3.2109995371376163,0.0003574462284495445,3.2109995371376163,0.0003574462284495445,3.915397136,0.0003835983207471867,0.978849284,9.589958018679668e-05,0.7043975988623838,0.0001965467386440026,0.17609939971559596,4.913668466100065e-05,0.3138578996002674,0.15073606844553725,-37.77807080485026,7.7555645585871815
118,5,1,3.2109968561256146,0.00035400116602301706,3.2109968561256146,0.00035400116602301706,3.91537552,0.00036142655796165624,0.97884388,9.035663949041406e-05,0.7043786638743852,0.0002036448966908723,0.1760946659685963,5.0911224172718075e-05,0.30783797128399215,0.14157533309787607,-37.78023492380778,7.758972937529286
119,5,1,3.2108358859948978,0.00033147049690767093,3.2108358859948978,0.00033147049690767093,3.9152267408608,0.0003790663858435133,0.9788066852152,9.476659646087832e-05,0.7043908548659024,0.00019806886071539577,0.1760977137164756,4.951721517884894e-05,0.3053617873887221,0.13801198252346694,-38.533638971455886,9.025355545435586
120,5,1,3.2110006407192166,0.00035888380204709546,3.2110006407192166,0.00035888380204709546,3.915406648,0.0003948379408314631,0.978851662,9.870948520786578e-05,0.7044060072807832,0.00019626198070597336,0.1761015018201958,4.906549517649334e-05,0.3053388738890489,0.13797961668249664,-38.77518165232341,9.459025662418219
121,5,1,3.210914461266742,0.00029161709882946017,3.210914461266742,0.00029161709882946017,3.915398248,0.0003848685587573211,0.978849562,9.621713968933027e-05,0.7044837867332578,0.00026646258385667793,0.17612094668331446,6.661564596416948e-05,0.30394687339663506,0.13603513805933454,-38.058671481831865,8.209494489908021
122,5,1,3.210993435092815,0.00034970515360181493,3.210993435092815,0.00034970515360181493,3.915373832,0.00035991097054708255,0.978843458,8.997774263677064e-05,0.704380396907185,0.00020263809345226735,0.17609509922679625,5.065952336306684e-05,0.3003048654178778,0.13116088364776937,-37.917549000040694,7.97826045096854
123,5,1,3.2108911670007743,0.00029319544902766656,3.2108911670007743,0.00029319544902766656,3.915372968,0.0003591480935769079,0.978843242,8.978702339422697e-05,0.7044818009992259,0.0002634776321067591,0.17612045024980647,6.586940802668978e-05,0.2970171411414941,0.1270488214968652,-38.6058574488322,9.15383141888192
124,5,1,3.2108817308496187,0.00029644852190654965,3.2108817308496187,0.00029644852190654965,3.915306288,0.0003304109421917711,0.978826572,8.260273554794278e-05,0.7044245571503819,0.00020192167723373467,0.17610613928759547,5.048041930843367e-05,0.2939715012252331,0.12350812056746716,-38.81164078674317,9.525430245915063
125,5,1,3.2109564808942053,0.0003116052394402588,3.2109564808942053,0.0003116052394402588,3.9153348334464,0.00033498012956350995,0.9788337083616,8.374503239087749e-05,0.7043783525521946,0.00020383303820583045,0.17609458813804865,5.095825955145761e-05,0.2902858185787996,0.11960234872791194,-38.09982373097738,8.277972883378363
126,5,1,3.2108639520994244,0.00030645550437538143,3.2108639520994244,0.00030645550437538143,3.9153791040000003,0.00036475312812932274,0.9788447760000001,9.118828203233068e-05,0.7045151519005752,0.00031814815056728756,0.1761287879751438,7.953703764182189e-05,0.2891795908470948,0.1185167988567171,-37.96277906443278,8.051747927240422
127,5,1,3.210967286942413,0.00032101829116017204,3.210967286942413,0.00032101829116017204,3.91532432,0.0003318795516450458,0.97883108,8.296988791126145e-05,0.7043570330575867,0.00022159343996002264,0.17608925826439667,5.539835999000566e-05,0.2894769197881222,0.11880448382011081,-38.660664934285485,9.252023831878818
128,5,1,3.2109076454208134,0.00029111688279805374,3.2109076454208134,0.00029111688279805374,3.9152707120000003,0.00034174290383290145,0.9788176780000001,8.543572595822536e-05,0.7043630665791862,0.00021564832118295963,0.17609076664479656,5.391208029573991e-05,0.28812694396773975,0.11752286672854904,-38.852013605753584,9.599234872433
129,5,1,3.2110231553288164,0.00039046798896589033,3.2110231553288164,0.00039046798896589033,3.915428264,0.0004232542296068786,0.978857066,0.00010581355740171965,0.7044051086711832,0.00019620646562110803,0.1761012771677958,4.905161640527701e-05,0.28733154958287876,0.11679769366501781,-38.172801527913414,8.400515881378231
130,5,1,3.2109361287353386,0.00029841747651992333,3.2109361287353386,0.00029841747651992333,3.915337047136,0.00033583912376531613,0.978834261784,8.395978094132903e-05,0.7044009184006615,0.00019621925924425538,0.1761002296001654,4.9054814811063844e-05,0.28738475075761477,0.1168454936046471,-38.05926456349691,8.210478124746658
131,5,1,3.2109878418270505,0.00034293305546959546,3.2109878418270505,0.00034293305546959546,3.9154060819072,0.00039414588031905717,0.9788515204768,9.853647007976429e-05,0.7044182400801497,0.0001990440507058069,0.17610456002003744,4.9761012676451726e-05,0.2858670894523462,0.11552225198301605,-38.74444412129721,9.403226889426735
132,5,1,3.210925648780016,0.00029415311004372756,3.210925648780016,0.00029415311004372756,3.915320616,0.00033117803139712004,0.978830154,8.279450784928001e-05,0.7043949672199841,0.0001970048124056514,0.17609874180499602,4.925120310141285e-05,0.284501046615839,0.11440422325506933,-38.88124910888672,9.652854413841554
133,5,1,3.2109146535197,0.00029164274556254524,3.2109146535197,0.00029164274556254524,3.9153680879999997,0.0003550059080072363,0.9788420219999999,8.875147700180907e-05,0.7044534344803004,0.00022611608983359608,0.1761133586200751,5.652902245839902e-05,0.2808341618597508,0.11176117903506824,-38.15735890553792,8.374469247093117
