algorithm,batch,evaluations,mean_obj,std_obj,batch_size,statistic,lower_obj,upper_obj
Random,10,220,-6.6370225969401675,2.1337639312185193,20,window_mean,-8.770786528158688,-4.503258665721648
Random,11,240,-5.898123167262986,1.763610436082818,20,window_mean,-7.6617336033458034,-4.134512731180168
Random,12,260,-5.489910053051083,2.1958300550109096,20,window_mean,-7.685740108061992,-3.294079998040173
Random,13,280,-5.570145939497259,1.6514182939133655,20,window_mean,-7.221564233410624,-3.9187276455838935
Random,14,300,-6.556814391799986,2.2226208034341366,20,window_mean,-8.779435195234123,-4.334193588365849
Random,15,320,-6.062955587675304,2.544894079412354,20,window_mean,-8.607849667087658,-3.51806150826295
Random,16,340,-6.176137707811953,2.0383645830736747,20,window_mean,-8.214502290885628,-4.137773124738278
Random,17,360,-6.292285557009397,2.228542041668126,20,window_mean,-8.520827598677524,-4.0637435153412715
Random,18,380,-5.462882465560368,2.448927903740915,20,window_mean,-7.911810369301282,-3.0139545618194528
Random,19,400,-5.982055093470267,2.1766384084719164,20,window_mean,-8.158693501942183,-3.8054166849983506
Random,20,420,-5.845156270885087,1.6112562025307955,20,window_mean,-7.456412473415883,-4.233900068354291
Random,21,440,-5.8032713268728084,1.873379539238445,20,window_mean,-7.676650866111253,-3.9298917876343635
Random,22,460,-5.315465137480702,2.0939392517825937,20,window_mean,-7.409404389263296,-3.2215258856981084
Random,23,480,-6.264177403292998,2.6573418412651253,20,window_mean,-8.921519244558123,-3.606835562027873
Random,24,500,-5.8865625025534705,2.029743389376498,20,window_mean,-7.9163058919299685,-3.8568191131769725
Random,25,520,-5.6175733959980265,2.05503784090455,20,window_mean,-7.6726112369025765,-3.5625355550934765
Random,26,540,-6.217964312638461,1.8538711783099475,20,window_mean,-8.07183549094841,-4.364093134328513
Random,27,560,-5.800276948951077,1.662537406119309,20,window_mean,-7.462814355070386,-4.137739542831768
Random,28,580,-6.750593317635523,1.8362313813393283,20,window_mean,-8.586824698974851,-4.914361936296194
Random,29,600,-5.380638250740268,2.629812226969669,20,window_mean,-8.010450477709938,-2.750826023770599
Random,30,620,-6.158243348332648,1.5161027533618092,20,window_mean,-7.674346101694457,-4.642140594970838
Random,31,640,-6.100351696761354,2.4440633815701878,20,window_mean,-8.544415078331543,-3.6562883151911665
Random,32,660,-5.297223362249773,1.9038986678917516,20,window_mean,-7.201122030141525,-3.3933246943580215
Random,33,680,-5.721468664949482,2.2592201297376677,20,window_mean,-7.98068879468715,-3.462248535211814
Random,34,700,-5.674595693413795,2.2660704079128187,20,window_mean,-7.940666101326613,-3.408525285500976
Random,35,720,-6.3162222024087615,2.700872844428675,20,window_mean,-9.017095046837436,-3.6153493579800866
Random,36,740,-6.321948036042335,1.9752981062869948,20,window_mean,-8.29724614232933,-4.3466499297553405
Random,37,760,-5.786288971172047,1.9666267756441043,20,window_mean,-7.752915746816151,-3.8196621955279424
Random,38,780,-5.480997694104838,2.2473495551152602,20,window_mean,-7.728347249220098,-3.2336481389895777
Random,39,800,-6.122018337563136,2.232616048603004,20,window_mean,-8.35463438616614,-3.8894022889601323
Random,40,820,-4.9382640860684175,2.3100623192054868,20,window_mean,-7.248326405273904,-2.6282017668629307
Random,41,840,-6.049146561876402,1.9046373406954509,20,window_mean,-7.953783902571852,-4.144509221180951
Random,42,860,-5.415995484983647,1.7674641869479055,20,window_mean,-7.183459671931552,-3.648531298035741
Random,43,880,-6.7688259691502966,2.2606894175724115,20,window_mean,-9.029515386722707,-4.508136551577885
Random,44,900,-6.227282601662445,2.3616416325085368,20,window_mean,-8.588924234170982,-3.865640969153908
Random,45,920,-6.800382546590439,2.125690784817155,20,window_mean,-8.926073331407594,-4.674691761773284
Random,46,940,-5.499185149568069,2.084151409212505,20,window_mean,-7.583336558780574,-3.4150337403555637
Random,47,960,-6.880210864677633,2.2767705210442144,20,window_mean,-9.156981385721847,-4.6034403436334195
Random,48,980,-6.878838999923941,2.0353467963431084,20,window_mean,-8.914185796267049,-4.8434922035808325
Random,49,1000,-5.4143165247607286,1.6363386198213168,20,window_mean,-7.050655144582045,-3.7779779049394118
Random,50,1020,-5.709904228395791,2.294933482301895,20,window_mean,-8.004837710697686,-3.414970746093896
Random,51,1040,-5.437333276534904,1.9432123864928579,20,window_mean,-7.380545663027762,-3.494120890042046
Random,52,1060,-6.197751557376195,1.9340334116676206,20,window_mean,-8.131784969043816,-4.263718145708575
Random,53,1080,-6.225150672585645,2.6191759733832116,20,window_mean,-8.844326645968856,-3.6059746992024335
Random,54,1100,-5.454618654047435,2.2978803180772194,20,window_mean,-7.752498972124654,-3.1567383359702155
Random,55,1120,-5.018057416842736,2.566902146611714,20,window_mean,-7.584959563454451,-2.451155270231022
Random,56,1140,-5.548749104607865,2.5502423172130557,20,window_mean,-8.098991421820921,-2.9985067873948097
Random,57,1160,-4.304286543019497,1.814579734376303,20,window_mean,-6.1188662773958,-2.489706808643194
Random,58,1180,-5.289839868287373,2.574624429787333,20,window_mean,-7.864464298074706,-2.7152154385000404
Random,59,1200,-5.108438431947481,2.7108717532746534,20,window_mean,-7.819310185222134,-2.3975666786728276
Random,60,1220,-5.387811196636276,2.2007964965653692,20,window_mean,-7.588607693201645,-3.187014700070907
Random,61,1240,-6.2669656564617835,2.052123752902235,20,window_mean,-8.319089409364018,-4.214841903559549
Random,62,1260,-5.23115497635046,2.362218707897215,20,window_mean,-7.593373684247675,-2.868936268453245
Random,63,1280,-5.781606858038789,2.4426268008748324,20,window_mean,-8.224233658913622,-3.338980057163957
Random,64,1300,-6.287976331754216,1.809561291382189,20,window_mean,-8.097537623136404,-4.478415040372027
Random,65,1320,-5.1623529477642975,1.8991619540352669,20,window_mean,-7.061514901799565,-3.2631909937290304
Random,66,1340,-5.090756383158414,2.6422664381716885,20,window_mean,-7.733022821330103,-2.4484899449867257
Random,67,1360,-5.54544395216117,3.13850354232142,20,window_mean,-8.68394749448259,-2.40694040983975
Random,68,1380,-6.40079069022763,2.3099796622030206,20,window_mean,-8.71077035243065,-4.09081102802461
Random,69,1400,-5.779626217637751,2.6271002223015136,20,window_mean,-8.406726439939264,-3.1525259953362372
Random,70,1420,-5.798356468306173,1.995166214024354,20,window_mean,-7.793522682330527,-3.8031902542818186
Random,71,1440,-5.597773524226786,2.496117572940949,20,window_mean,-8.093891097167734,-3.101655951285837
Random,72,1460,-6.01003727986636,1.7384045162224437,20,window_mean,-7.7484417960888035,-4.271632763643916
Random,73,1480,-6.281361138151772,2.7557810756282284,20,window_mean,-9.037142213780001,-3.525580062523544
Random,74,1500,-6.027377416075764,2.481330034808956,20,window_mean,-8.50870745088472,-3.5460473812668076
Random,75,1520,-5.406426594502442,2.196556279423852,20,window_mean,-7.602982873926294,-3.20987031507859
Random,76,1540,-5.843136625263149,2.0683899989482337,20,window_mean,-7.911526624211383,-3.7747466263149154
Random,77,1560,-6.112709642039579,2.43437586533702,20,window_mean,-8.547085507376599,-3.6783337767025586
Random,78,1580,-6.635734272321126,3.160074044073615,20,window_mean,-9.79580831639474,-3.475660228247511
Random,79,1600,-5.804633613489059,2.6686393829497885,20,window_mean,-8.473272996438848,-3.13599423053927
