algorithm,step,episode,best_obj,current_obj,utility,batch_mean_obj,batch_std_obj,batch_size,evaluations,elapsed_s,curve_type,stage
DSCI,1140,1140,1.0938353370377747,-0.577055844193735,1.0938353370377747,-3.476093727759371,1.6517792249903613,10,1140,13.292974999989383,dsci_train,training
DSCI,1150,1150,1.0938353370377747,-0.8489966853141251,1.0938353370377747,-2.687406039682316,1.363300381980785,10,1150,13.391244099999312,dsci_train,training
DSCI,1160,1160,1.0938353370377747,-0.35811302496067365,1.0938353370377747,-2.6659684677337987,1.310656905387899,10,1160,13.494327199994586,dsci_train,training
DSCI,1170,1170,1.0938353370377747,-1.2341243990913102,1.0938353370377747,-3.5077890124235234,1.2876662799081853,10,1170,13.591712399967946,dsci_train,training
DSCI,1180,1180,1.0938353370377747,0.03364143449772983,1.0938353370377747,-2.0684082578462037,1.500103070848954,10,1180,13.702048599952832,dsci_train,training
DSCI,1190,1190,1.0938353370377747,-0.9008569451116819,1.0938353370377747,-3.898950156147484,1.6368623920512084,10,1190,13.80479490000289,dsci_train,training
DSCI,1200,1200,1.0938353370377747,-0.2852380940958834,1.0938353370377747,-2.174820085444875,1.6422772741840421,10,1200,13.90100579999853,dsci_train,training
DSCI,1210,1210,1.0938353370377747,0.28345402020352806,1.0938353370377747,-2.5583472552509847,1.5737860506484889,10,1210,14.002356399956625,dsci_train,training
DSCI,1220,1220,1.0938353370377747,-1.6758123054485619,1.0938353370377747,-2.7793384121702007,0.9940802194101356,10,1220,14.09695079998346,dsci_train,training
DSCI,1230,1230,1.0938353370377747,-1.530509528384238,1.0938353370377747,-2.943829791640005,0.8796844199657596,10,1230,14.202477099956013,dsci_train,training
DSCI,1240,1240,1.0938353370377747,-0.7642445530537121,1.0938353370377747,-2.758170864716605,1.4320635562583939,10,1240,14.308795299963094,dsci_train,training
DSCI,1250,1250,1.0938353370377747,-0.09196783899424377,1.0938353370377747,-2.153136567718385,1.6741429721053704,10,1250,14.422009799978696,dsci_train,training
DSCI,1260,1260,1.0938353370377747,-0.1911986695027985,1.0938353370377747,-2.9745898667628445,1.38285077932702,10,1260,14.521245799958706,dsci_train,training
DSCI,1270,1270,1.0938353370377747,-0.2567014793908098,1.0938353370377747,-2.490469758294952,1.3471718826963144,10,1270,14.61935439996887,dsci_train,training
DSCI,1280,1280,1.0938353370377747,-0.2852380940958834,1.0938353370377747,-3.155177154170923,1.6714392198314185,10,1280,14.717798199970275,dsci_train,training
DSCI,1290,1290,1.0938353370377747,0.3587362178724114,1.0938353370377747,-2.3102592790969565,1.4119781512713951,10,1290,14.815788199950475,dsci_train,training
DSCI,1300,1300,1.0938353370377747,0.03364143449772983,1.0938353370377747,-1.676099420414388,0.849072830494718,10,1300,14.922902799968142,dsci_train,training
DSCI,1310,1310,1.0938353370377747,0.526121560917131,1.0938353370377747,-2.163955320590853,1.8631977076638853,10,1310,15.023908799979836,dsci_train,training
DSCI,1320,1320,1.0938353370377747,-0.7260960056414103,1.0938353370377747,-2.456806947985707,1.0054670701314647,10,1320,15.12221189995762,dsci_train,training
DSCI,1330,1330,1.0938353370377747,-0.2852380940958834,1.0938353370377747,-2.7630709600792764,1.746569408441118,10,1330,15.210586000001058,dsci_train,training
DSCI,1340,1340,1.0938353370377747,-1.1012480191710552,1.0938353370377747,-3.0328275336786854,1.3461932190667483,10,1340,15.30313189997105,dsci_train,training
DSCI,1350,1350,1.0938353370377747,-0.45928858634689607,1.0938353370377747,-2.1975953371881216,1.4285723286453453,10,1350,15.398288399970625,dsci_train,training
DSCI,1360,1360,1.0938353370377747,0.3308395682062062,1.0938353370377747,-1.84678183979718,1.8784456972416912,10,1360,15.494109199964441,dsci_train,training
DSCI,1370,1370,1.0938353370377747,-0.3905556824358163,1.0938353370377747,-2.151148785100893,1.5915807308076781,10,1370,15.588056499953382,dsci_train,training
DSCI,1380,1380,1.0938353370377747,0.7232820244871754,1.0938353370377747,-2.485228893407539,2.27037833965651,10,1380,15.684088199981488,dsci_train,training
DSCI,1390,1390,1.0938353370377747,0.02723957458546522,1.0938353370377747,-2.337669942538872,1.8823968171013723,10,1390,15.783007299993187,dsci_train,training
DSCI,1400,1400,1.0938353370377747,0.06654398184223775,1.0938353370377747,-2.9482003934099894,1.354081361621442,10,1400,15.875011599971913,dsci_train,training
DSCI,1410,1410,1.0938353370377747,-0.2852380940958834,1.0938353370377747,-2.4393668403952438,1.880747213272865,10,1410,15.972550999955274,dsci_train,training
DSCI,1420,1420,1.0938353370377747,0.2439323929505517,1.0938353370377747,-1.5753647708958016,1.4861828677560442,10,1420,16.06483109999681,dsci_train,training
DSCI,1430,1430,1.0938353370377747,0.06654398184223775,1.0938353370377747,-2.3235764629436892,1.8079535791820003,10,1430,16.160711099975742,dsci_train,training
DSCI,1440,1440,1.0938353370377747,-0.8279380605474966,1.0938353370377747,-2.331695200305576,1.1394921761905692,10,1440,16.256657399993856,dsci_train,training
DSCI,1450,1450,1.0938353370377747,-0.8333747647926775,1.0938353370377747,-2.72467661146763,1.5448526390970105,10,1450,16.35172649996821,dsci_train,training
DSCI,1460,1460,1.0938353370377747,-1.0148510676056117,1.0938353370377747,-2.614593008200438,0.6006271557035079,10,1460,16.45196129998658,dsci_train,training
DSCI,1470,1470,1.0938353370377747,0.18035369887055053,1.0938353370377747,-1.8512115360722459,1.2389724641289692,10,1470,16.55869629996596,dsci_train,training
DSCI,1480,1480,1.0938353370377747,0.7232820244871754,1.0938353370377747,-2.28406169663383,1.6752940537586292,10,1480,16.65475129999686,dsci_train,training
DSCI,1490,1490,1.0938353370377747,0.4272590470572284,1.0938353370377747,-2.5406353306028997,1.4891842908812492,10,1490,16.7588015999645,dsci_train,training
DSCI,1500,1500,1.0938353370377747,-0.2375943691455713,1.0938353370377747,-2.0048989427272987,1.4341084089431337,10,1500,16.85576529998798,dsci_train,training
DSCI,1510,1510,1.0938353370377747,0.06654398184223775,1.0938353370377747,-2.427114931335504,1.3897463578208318,10,1510,16.962996599962935,dsci_train,training
DSCI,1520,1520,1.0938353370377747,0.45181786167886284,1.0938353370377747,-2.7476352949180187,1.5643360148497356,10,1520,17.070069599954877,dsci_train,training
DSCI,1530,1530,1.0938353370377747,-0.20492018096607478,1.0938353370377747,-2.0530623349031227,1.4703225913453035,10,1530,17.18254569999408,dsci_train,training
DSCI,1540,1540,1.0938353370377747,0.29847537822876613,1.0938353370377747,-2.0608813592361024,1.7410093383738738,10,1540,17.278212999983225,dsci_train,training
DSCI,1550,1550,1.0938353370377747,-1.456120286941759,1.0938353370377747,-3.0543120591629114,1.4187619444521586,10,1550,17.380289199994877,dsci_train,training
DSCI,1560,1560,1.0938353370377747,0.06654398184223775,1.0938353370377747,-1.8633769623826848,1.186557016849596,10,1560,17.478950899967458,dsci_train,training
DSCI,1570,1570,1.0938353370377747,-0.8943324117905085,1.0938353370377747,-2.5608383177603833,0.9771263405799827,10,1570,17.570894399948884,dsci_train,training
DSCI,1580,1580,1.0938353370377747,0.4702297739635468,1.0938353370377747,-1.1562778872458073,1.035492683221835,10,1580,17.66094469995005,dsci_train,training
DSCI,1590,1590,1.0938353370377747,0.08750041422911026,1.0938353370377747,-2.7438587421825558,2.120960203276552,10,1590,17.756164699967485,dsci_train,training
DSCI,1600,1600,1.0938353370377747,-0.03301824158599209,1.0938353370377747,-1.8582290345785275,1.3931858693965713,10,1600,17.85309759998927,dsci_train,training
DSCI,1601,1600,2.5435084054371324,2.5435084054371324,2.5435084054371324,-1.8582290345785275,1.3931858693965713,10,1600,65.65389770001639,dsci_train,deterministic_polish
